docid,title,author,inferred_date,pages_fic,pct_fic,totalpages
nnc1.0315147940,Yankee humour and Uncle Sam's fun,<blank>,1853,126,0.85,148
umn.31951001417012t,Life in Sweden;,"Bunbury, Selina,",1853,157,0.47,334
nyp.33433003292897,"A voyage round the world, in the years 1740, 41, 42, 43, 44, by George Anson","Walter, Richard,",1853,95,0.59,160
nyp.33433000665822,There and back again in search of beauty,"St. John, James Augustus,",1853,293,0.8,368
nyp.33433006525251,Poultry,"Dickson, Walter B.",1853,267,0.83,320
nyp.33433043346786,Solitary rambles and adventures of a hunter in the prairies,"Palliser, John,",1853,286,0.76,378
nyp.33433074873450,"Too clever by half, or, The Harroways","Lang, John,",1853,489,0.95,516
nyp.33433074875828,Influence,"Mackarness, Henry S.,",1853,395,0.93,424
nyp.33433075763676,The adventures of a carpet bag,"Thomson, Edward.",1853,118,0.84,140
uc2.ark+=13960=t5j963h7v,Killarney legends,<blank>,1853,211,0.64,330
uiuo.ark+=13960=t6154x005,Agatha's husband;,"Craik, Dinah Maria Mulock,",1853,341,0.96,354
uiuo.ark+=13960=t7tm7j953,Avillion and other tales,"Craik, Dinah Maria Mulock,",1853,343,0.91,378
uiuo.ark+=13960=t5n87x160,Cyrilla,"Tautphoeus, Jemima Montgomery,",1853,303,0.93,326
uiuo.ark+=13960=t8kd28r3s,"The dean's daughter, or, The days we live in","Gore,",1853,312,0.94,332
uiuo.ark+=13960=t7hq4fx51,The first lieutenant's story,"Long, Catharine,",1853,338,0.9,376
uiuo.ark+=13960=t15m6k41d,Gertrude Cameron,"Daniel, Mackenzie,",1853,286,0.95,300
uiuo.ark+=13960=t00z7gb1v,Hope,"Cole, Alfred Whaley,",1853,262,0.87,302
uiuo.ark+=13960=t7br99n8x,Miles Tremenhere,"Maillard, Annette Marie.",1853,316,0.95,332
uiuo.ark+=13960=t3fx7pf73,Sketches in ultra-marine,"Hannay, James,",1853,206,0.68,304
uiuo.ark+=13960=t4sj24c0w,"Tendring cottage, or, The rainbow at night",<blank>,1853,300,0.95,316
uiuo.ark+=13960=t3029hf55,"Walter Evelyn, or, The long minority",<blank>,1853,286,0.95,302
uiuo.ark+=13960=t9z03fc7s,Wealth and labour,"Belfast, Frederick Richard Chichester,",1853,306,0.95,322
uc1.$b567004,"Adventures in Australia; or, The wanderings of Captain Spencer in the bush and the wilds","Lee, R.,",1853,357,0.83,430
njp.32101068168424,Stray leaves from shady places,"Crosland, Newton,",1853,413,0.96,430
njp.32101068177011,Ephemeris ;,"Drayton, Marian,",1853,331,0.95,350
wu.89099922627,Orlandino,"Edgeworth, Maria,",1853,177,0.89,198
wu.89086054038,Charles Auchester,"Sheppard, Elizabeth Sara,",1853,642,0.97,660
uc2.ark+=13960=t8jd4sb70,Cherry & Violet,"Manning, Anne,",1853,651,0.97,668
uc2.ark+=13960=t7hq3sw2w,Early friendships,"Copley, Esther.",1853,165,0.8,206
uva.x000980258,The Arabian nights' entertainments,<blank>,1853,837,0.93,896
dul1.ark+=13960=t3320nw36,A Few days in Athens,"Wright, Frances,",1853,61,0.62,98
mdp.39015011444083,The miscellaneous works of the Right Honourable Sir James Mackintosh,"Mackintosh, James,",1854,579,0.92,626
mdp.39015030741618,My friends and acquaintance,"Patmore, Peter George,",1854,314,0.95,332
mdp.39015030741592,My friends and acquaintance,"Patmore, Peter George,",1854,359,0.94,380
mdp.39015030741600,My friends and acquaintance,"Patmore, Peter George,",1854,342,0.95,360
mdp.39015013716066,Recollections of literary characters and celebrated places,"Thomson, A. T.,",1854,151,0.45,332
mdp.39015059378540,Heartsease;,"Yonge, Charlotte M.",1854,362,0.96,379
mdp.39015063939436,Adeline;,"Heighway, Osborn W. Trenery.",1854,686,0.96,714
miun.ahz9187.0001.001,Adventures in the Philippine Islands,"La Gironière, Paul P. de.",1854,162,0.53,304
njp.32101074759448,The old play-goer,"Robson, William,",1854,169,0.62,272
mdp.39015063602372,Works,"Warren, Samuel,",1854,176,0.52,340
wu.89010185932,Diary and letters of Madame d'Arblay,"Burney, Fanny,",1854,327,0.85,384
nyp.33433074932124,Recollections of literary characters and celebrated places,"Thomson, A. T.,",1854,151,0.48,314
wu.89098013279,"Love affairs, or, How a flirt was caught in his own trap","Bullard, A. T. J.",1854,126,0.94,134
uc1.b3123646,The great highway,"Fullom, S. W.",1854,435,0.95,456
uc1.b3325602,Claude the colporteur,"Manning, Anne,",1854,291,0.93,314
uc2.ark+=13960=t43r0zb7v,Aubrey,"Marsh-Caldwell, Anne,",1854,308,0.86,358
uc1.b3445494,The Newcomes;,"Thackeray, William Makepeace,",1854,844,0.96,878
uc2.ark+=13960=t3jw8cb32,Lady Lee's widowhood,"Hamley, Edward Bruce,",1854,355,0.96,370
uc2.ark+=13960=t45q53b1s,Forest life in Ceylon,"Knighton, W.",1854,192,0.44,440
uiuo.ark+=13960=t3mw31z1r,"Joseph Wilmot, or, The memoirs of a man-servant","Reynolds, George W. M.",1854,416,0.96,432
uc2.ark+=13960=t4kk98w5t,The star-chamber;,"Ainsworth, William Harrison,",1854,200,0.64,312
uc1.b3553404,The star-chamber;,"Ainsworth, William Harrison,",1854,205,0.66,312
uc1.b3578693,Progress and prejudice,"Gore,",1854,296,0.88,336
dul1.ark+=13960=t8pc3qq26,Progress and prejudice,"Gore,",1854,304,0.96,318
uc2.ark+=13960=t6445tk4f,The Dodd family abroad,"Lever, Charles James,",1854,707,0.97,730
uc2.ark+=13960=t3jw88p4s,[Fairy Tales,"Aulnoy,",1854,624,0.95,656
uc2.ark+=13960=t86h4jj86,"The flitch of bacon, or The custom of Dunmow;","Ainsworth, William Harrison,",1854,311,0.94,332
uc2.ark+=13960=t6qz27s0k,The good grandmother and her offspring;,"Hofland,",1854,155,0.84,184
uiuo.ark+=13960=t99604x8r,"Atherton, and other tales","Mitford, Mary Russell,",1854,328,0.96,342
njp.32101063607970,"Flora Lyndsay, or, Passages in an eventful life","Moodie, Susanna,",1854,299,0.95,316
uc2.ark+=13960=t0js9p405,The poetical works of Thomas Moore,"Moore, Thomas,",1854,266,0.65,410
uc2.ark+=13960=t7sn0352v,Magdalen Hepburn,"Oliphant,",1854,291,0.96,304
uiuo.ark+=13960=t3jw90r8p,Katharine Ashton,"Sewell, Elizabeth Missing,",1854,379,0.97,392
uc2.ark+=13960=t6445s05w,The Australian emigrant,"Haydon, George Henry,",1854,198,0.88,226
uc1.b3322558,Whittlings from the West,"Meadows, Lindon.",1854,448,0.98,456
uc1.b3327459,Tilbury Nogo;,"Whyte-Melville, G. J.",1854,564,0.83,678
uiuo.ark+=13960=t89g69w9m,Tilbury Nogo;,"Whyte-Melville, G. J.",1854,309,0.86,358
uc1.b3327587,Edward Willoughby,"Ponsonby, Emily,",1854,304,0.9,338
nnc1.0315302407,Novels;,"Scott, Walter,",1854,809,0.99,820
nnc1.cu08454051,The English cyclopaedia,<blank>,1854,390,0.67,584
nyp.33433074909858,The novels and miscellaneous works of Daniel De Foe,"Defoe, Daniel,",1854,554,0.97,574
nyp.33433074909890,The novels and miscellaneous works of Daniel De Foe,"Defoe, Daniel,",1854,417,0.83,502
nyp.33433074909908,The novels and miscellaneous works of Daniel De Foe,"Defoe, Daniel,",1854,553,0.96,578
nyp.33433009485842,"The Equity reports, 1853-1855",<blank>,1854,614,0.95,646
nyp.33433043404627,The further adventures of Mr. Verdant Green,"Bede, Cuthbert,",1854,108,0.76,142
nyp.33433074372875,Hungarian sketches in peace and war,"Jókai, Mór,",1854,317,0.93,340
nyp.33433068229099,Tertullian : Apologetic and practical treatises,"Tertullian,",1854,468,0.74,630
nyp.33433082444823,"Gallops and gossips in the bush of Australia; or, Passages in the life of Alfred Barnard","Sidney, Samuel,",1854,163,0.59,274
nyp.33433074936380,Floating remembrances and sketches of a sea life,"Old Sailor,",1854,367,0.97,380
nyp.33433074864244,Jerningham: a story,"Kaye, John William,",1854,335,0.96,350
nyp.33433074902606,Tales of Ireland and the Irish,"MacWalter, J. G.",1854,231,0.88,264
nyp.33433075772628,The slave son,"Wilkins, Marcella Fanny,",1854,360,0.97,372
nyp.33433074854690,The real salt,"Francis, Francis.",1854,155,0.89,174
nyp.33433074876735,Lewell pastures,"Kettle, Rosa Mackenzie,",1854,570,0.97,588
nyp.33433075766760,Julio Arnouf;,"Webb-Peploe,",1854,278,0.96,290
nyp.33433075865711,Doña Blanca of Navarre,"Navarro Villoslada, Francisco,",1854,331,0.96,344
nyp.33433082300561,A peep at the pixies,"Bray,",1854,152,0.76,200
nyp.33433073355822,Home life in Russia,"Gogolʹ, Nikolaĭ Vasilʹevich,",1854,308,0.89,346
uiuo.ark+=13960=t18k7ps90,Charles Stanley,"Grant, Louisa Keir.",1854,330,0.96,342
uiuo.ark+=13960=t40s0df51,"Counterparts, or, The cross of love","Sheppard, Elizabeth Sara,",1854,330,0.97,340
uiuo.ark+=13960=t9w09kd1n,"Florence, the beautiful","Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie,",1854,291,0.83,352
uiuo.ark+=13960=t5bc48m6v,"High and low; or, Life's chances and changes","Coke, Henry J.",1854,302,0.94,322
uiuo.ark+=13960=t5r78pb9j,Linny Lockwood,"Crowe, Catherine,",1854,283,0.96,294
uiuo.ark+=13960=t68346n6c,The next of kin,"Hall, Frederick J.,",1854,320,0.96,332
uiuo.ark+=13960=t3nv9vg5k,"Philip Rollo, or, The Scottish musketeers","Grant, James,",1854,314,0.97,324
uiuo.ark+=13960=t7tm7vt5j,Tales of chivalry,<blank>,1854,314,0.71,442
uiuo.ark+=13960=t95722s9g,"Tom Thornton, or Last Resources","THORNTON, Tom.",1854,252,0.93,272
uiuo.ark+=13960=t64468w85,Trial and triumph,<blank>,1854,291,0.94,310
uiuo.ark+=13960=t0gt6738s,Westminster Abbey,"Robinson, Emma,",1854,223,0.61,366
njp.32101067176055,"The history of the Fairchild family; or, The child's manual","Sherwood,",1854,167,0.54,312
njp.32101067179398,The life and adventures of a clever woman,"Trollope, Frances Milton,",1854,303,0.95,318
njp.32101067188936,The wanderings of Persiles and Sigismunda,"Cervantes Saavedra, Miguel de,",1854,444,0.88,504
njp.32101068167616,A bundle of crowquills,"Forrester, Alfred Henry,",1854,237,0.9,264
njp.32101068170800,The youth and womanhood of Helen Tyrrel,"Howard, Mary M.",1854,139,0.49,284
njp.32101068176260,Ambrose the sculptor,"Cartwright, Robert,",1854,305,0.97,316
njp.32101068176682,The History of Herbert Lake,"Davies, Christiana Jane,",1854,290,0.94,310
njp.32101071986705,The Home companion,<blank>,1854,634,0.87,732
njp.32101072915547,France before the revolution;,"Bungener, Félix,",1854,415,0.97,426
mdp.39015036697095,"A commonplace book of thoughts, memories, and fancies","Jameson,",1855,359,0.91,396
mdp.39015031089223,Salathiel,"Croly, George,",1855,470,0.92,512
mdp.39015026633506,The Wabash,"Beste, John Richard Digby,",1855,194,0.52,376
mdp.39015006602786,"Grace Elliot, or, To seem and to be","McIntosh, Maria J.",1855,272,0.94,288
uc2.ark+=13960=t3nv9fr8n,Recollections of the mess-table and the stage,"Curling, Henry,",1855,129,0.46,280
uc2.ark+=13960=t3mw2ft21,Gertrude;,"Trollope, Frances Milton,",1855,301,0.95,316
mdp.39015013102887,Gertrude;,"Trollope, Frances Milton,",1855,306,0.96,320
mdp.39015063997707,Wild scenes in the forest and prairie; or,"Webber, Charles W.",1855,264,0.55,476
inu.39000002352529,The pride of the mess,"Neale, W. Johnson",1855,269,0.95,282
uc2.ark+=13960=t0pr7sq62,Miscellanies,"Thackeray, William Makepeace,",1855,432,0.81,536
uiuo.ark+=13960=t7zk6020f,Cross purposes,"Sinclair, Catherine,",1855,326,0.95,342
uiuo.ark+=13960=t7np2ng69,Grace Lee,"Kavanagh, Julia,",1855,349,0.97,360
uc1.b3311758,The works of Professor Wilson of the University of Edinburgh,"Wilson, John,",1855,557,0.96,580
uc2.ark+=13960=t6sx6753r,The serf-sisters;,"Harwood, John Berwick.",1855,108,0.52,206
uc2.ark+=13960=t5n876d5r,The private life of an eastern king,"Knighton, W.",1855,151,0.43,348
uc2.ark+=13960=t56d5s50t,Tales of Flemish life,"Conscience, Hendrik,",1855,362,0.94,384
njp.32101065853291,The white chief,"Reid, Mayne,",1855,305,0.97,316
uc2.ark+=13960=t0gt5fq41,My courtship and its consequences;,"Wikoff, Henry,",1855,403,0.91,442
uc2.ark+=13960=t7wm1jf6q,Childe Harold's pilgrimage,"Byron, George Gordon Byron,",1855,92,0.32,292
uc1.b3321953,Aspen court;,"Brooks, Shirley,",1855,340,0.94,362
uc2.ark+=13960=t9668jk4d,Harry Coverdale's courtship,"Smedley, Frank E.",1855,531,0.96,554
uc1.b3332969,"Nature and human nature. By the author of ""Sam Slick the clockmaker""","Haliburton, Thomas Chandler,",1855,362,0.85,424
nnc1.1002334542,Heliondé,"Whiting, Sydney,",1855,285,0.62,462
nnc1.cu54720761,Love's provocations,"Bede, Cuthbert,",1855,101,0.84,120
nyp.33433067388086,Woman and her master,"Morgan,",1855,343,0.97,354
nyp.33433068197767,Fairy tales,"Aulnoy,",1855,637,0.9,706
nyp.33433061838169,"Sporting adventures in the new world, or, Days and nights of moose-hunting in the pine forests of Acadia","Hardy, Campbell.",1855,164,0.51,324
nyp.33433075840151,"The Heptameron of Margaret, queen of Navarre","Marguerite,",1855,461,0.95,486
nyp.33433066600309,The romance of forest and prairie life: narratives of perilous adventures and wild hunting scenes,"Webber, Charles W.",1855,114,0.48,240
nyp.33433073356762,Russian life in the interior;,"Turgenev, Ivan Sergeevich,",1855,416,0.92,452
uiuo.ark+=13960=t05x2kj13,"Antipodes, or, the new existence",Clergyman.,1855,317,0.97,326
uiuo.ark+=13960=t41r7f89r,Cleve Hall,"Sewell, Elizabeth Missing,",1855,394,0.97,408
uiuo.ark+=13960=t1tf09v79,Display,"Maberly,",1855,316,0.9,350
uiuo.ark+=13960=t2w38445b,"Edith Vernon, or, Contrasts of character",<blank>,1855,291,0.96,302
uiuo.ark+=13960=t88g90r2j,"Gwen, or, The cousins","Goodrich, A. M.",1855,299,0.98,306
uiuo.ark+=13960=t6xw53543,The life and travels of Herodotus in the fifth century,"Wheeler, James Talboys,",1855,373,0.93,400
uiuo.ark+=13960=t5z613f1v,"Lilliesleaf: being a concluding series of Passages in the life of Mrs. Margaret Maitland, of Sunnyside","Oliphant,",1855,311,0.97,320
uiuo.ark+=13960=t6h13kc8d,"Millicent, or, The trials of life",<blank>,1855,319,0.97,330
uiuo.ark+=13960=t7sn0v271,"Percy Blake; or, The young rifleman","Rafter,",1855,249,0.71,352
uiuo.ark+=13960=t4nk3vs0f,"Philip Courtenay, or, Scenes at home and abroad","Lennox, William Pitt,",1855,320,0.96,334
uiuo.ark+=13960=t17m0z22w,"The secret marriage, or, Contrasts in life","Williams, F.,",1855,304,0.9,338
uiuo.ark+=13960=t2s46xt21,Talbot Hall,"Carter, Robert S.",1855,358,0.96,374
uiuo.ark+=13960=t9280ks1g,They are only cousins,"Aston, Claude.",1855,303,0.95,320
uiuo.ark+=13960=t8ff41q77,The warhawk,"Armstrong, F. Claudius.",1855,286,0.86,334
uiuo.ark+=13960=t1hh71j3k,Westward ho!,"Kingsley, Charles,",1855,304,0.91,334
uiuo.ark+=13960=t15m6tn30,The white chief,"Reid, Mayne,",1855,310,0.97,318
uiuo.ark+=13960=t5v70300k,Woman's devotion,"Stretton, Julia Cecilia.",1855,290,0.91,320
njp.32101013520869,Tales and sketches of New England life,"Stowe, Harriet Beecher,",1855,260,0.73,358
njp.32101067634251,Eustace Conyers;,"Hannay, James,",1855,276,0.86,322
njp.32101067640886,Tales of the mountains,<blank>,1855,302,0.87,346
njp.32101068141652,The confessions of Con Cregan,"Lever, Charles James,",1855,737,0.96,764
njp.32101068152972,"The noble and renowned history of Guy, Earl of Warwick",<blank>,1855,64,0.5,128
njp.32101068162740,"Our world, or, The democrat's rule","Adams, F. Colburn",1855,409,0.95,430
njp.32101068975042,Polynesian mythology and ancient traditional history of the New Zealand race,"Grey, George,",1855,303,0.78,386
njp.32101069191516,"Esperanza, or, The home of the wanderers","Bowman, Anne.",1855,449,0.9,500
wu.89099774317,Paul Ferroll,"Clive, Caroline,",1855,337,0.97,348
njp.32101062713753,"""The reign of terror""; or, The diary of a volunteer of the year 2 of the French Republic;","Smith, Charles Manby.",1855,392,0.93,422
wu.89017654567,Constance Herbert,"Jewsbury, Geraldine Endsor,",1855,302,0.96,316
njp.32101065854521,The loves of the harem;,"Reynolds, George W. M.",1855,244,0.93,262
njp.32101065863696,The old Chelsea bun-house,"Manning, Anne,",1855,336,0.94,358
uc2.ark+=13960=t52f7p114,The brothers Basset,"Corner,",1855,331,0.97,342
uc1.b4033909,"The Greek romances of Heliodorus, Longus and Achilles Tatius",<blank>,1855,320,0.57,564
mdp.39015030722089,Ellen Percy,"Reynolds, George W. M.",1856,417,0.96,436
uiuo.ark+=13960=t10p1p56r,Ellen Percy,"Reynolds, George W. M.",1856,417,0.97,432
mdp.39015031240792,The Old Dominion,"James, G. P. R.",1856,302,0.96,316
uiuo.ark+=13960=t1kh1587x,The Old Dominion,"James, G. P. R.",1856,324,0.96,336
mdp.39015039573152,Stories by an archæologist and his friends,"Humphreys, Henry Noel,",1856,249,0.92,270
mdp.39015039573160,Stories by an archæologist and his friends,"Humphreys, Henry Noel,",1856,242,0.92,263
mdp.39015020834878,"The life and adventures of James P. Beckwourth, mountaineer, scout, and pioneer, and chief of the Crow nation of Indians","Beckwourth, James Pierson,",1856,352,0.63,562
mdp.39015063558186,Zaidee,"Oliphant,",1856,269,0.95,283
inu.30000054117191,Ivors,"Sewell, Elizabeth Missing,",1856,400,0.92,436
uc1.b3325457,"""My novel""","Lytton, Edward Bulwer Lytton,",1856,429,0.96,448
uc1.b4102312,Sketches from life,"Martineau, Harriet,",1856,191,0.89,214
uc2.ark+=13960=t9m32w228,"A narrative by Dn. Angel Herreros de Mora of his imprisonment by the ""Tribunal of the Faith"" and escape from Spain","Herreros de Mora, Angel.",1856,70,0.51,136
uc2.ark+=13960=t12n50c8x,"Holiday rambles: or, Peeps into the book of nature","Grant, Elizabeth.",1856,188,0.91,206
uc2.ark+=13960=t0tq5v83r,"Clover cottage ; or, I can't get in","Savage, M. W.",1856,160,0.91,176
uc2.ark+=13960=t3tt4mw5c,Horatio Howard Brenton,"Belcher, Edward,",1856,284,0.97,294
uc2.ark+=13960=t3dz04z1p,The old vicarage,"Hubback,",1856,310,0.96,322
uc1.b3321187,The crown ward,"Boyd, Archibald.",1856,287,0.88,328
uc2.ark+=13960=t34172k3r,Kate Coventry,"Whyte-Melville, G. J.",1856,325,0.96,338
uc1.b3327553,"Naomi, or, The last days of Jerusalem","Webb-Peploe,",1856,517,0.97,534
nyp.33433075765945,"Maid Marian, and Crotchet castle","Peacock, Thomas Love,",1856,511,0.95,536
nyp.33433067407639,The Queen v. Palmer,"Palmer, William,",1856,201,0.59,340
nyp.33433074943667,Northanger abbey,"Austen, Jane,",1856,442,0.95,464
nyp.33433075753685,Adonijah,"Strickland, Jane Margaret,",1856,286,0.93,308
nyp.33433074893300,The poacher,"Marryat, Frederick,",1856,331,0.72,462
nyp.33433074880356,"Rattlin, the reefer","Marryat, Frederick,",1856,408,0.95,428
nyp.33433071388676,Sketches and tales of the Shetland Islands,"Edmonston, Eliza.",1856,130,0.47,278
nyp.33433082301148,"Robinson, the younger; or, The new Crusoe","Campe, Joachim Heinrich,",1856,239,0.87,274
nyp.33433074879358,"The doomed ship; or, The wreck of the Arctic regions","Hurton, William.",1856,105,0.44,240
uiuo.ark+=13960=t4wh3865p,After dark,"Collins, Wilkie,",1856,322,0.92,350
uiuo.ark+=13960=t6sx70f9q,Beyminstre,"Wallace, Ellen.",1856,263,0.95,276
uiuo.ark+=13960=t1dj5z40k,"Fair oaks, or, The experiences of Arnold Osborne, M.D","Lyle, Max.",1856,292,0.94,312
uiuo.ark+=13960=t2c82w79h,Kathie Brande,"Lee, Holme,",1856,322,0.91,352
uiuo.ark+=13960=t71v6185b,Laura Gay,<blank>,1856,314,0.96,326
uiuo.ark+=13960=t1vd76x25,A life's lessons,"Gore,",1856,316,0.96,328
uiuo.ark+=13960=t46q2mh8s,Margaret and her bridesmaids,"Stretton, Julia Cecilia,",1856,319,0.96,334
uiuo.ark+=13960=t8rb7pg9t,The old grey church,"Scott,",1856,310,0.97,318
uiuo.ark+=13960=t79s29p78,Old memories,"Melville, Julia.",1856,302,0.97,312
uiuo.ark+=13960=t2n59527q,The quadroon,"Reid, Mayne,",1856,318,0.94,340
uiuo.ark+=13960=t5m90v75r,The ring and the veil,"St. John, James Augustus,",1856,318,0.98,324
uiuo.ark+=13960=t2988tq27,Very successful!,"Lytton, Rosina Bulwer Lytton,",1856,360,0.95,378
uiuo.ark+=13960=t4pk0p80t,The young commander,"Armstrong, F. C.",1856,299,0.95,314
uiuo.ark+=13960=t3nw02p9m,The young Lord,"Ponsonby, Emily,",1856,322,0.98,330
njp.32101068166022,Compensation,"Chatterton, Georgiana,",1856,315,0.95,330
njp.32101068175031,The heirs of Blackridge Manor,"Tindal, Henrietta Euphemia,",1856,304,0.96,316
wu.89099789828,The adventures of Mr. Ledbury and his friend Jack Johnson,"Smith, Albert,",1856,508,0.97,524
njp.32101064912122,"Henry Lyle, or, Life and existence","Marryat, Emilia,",1856,320,0.97,330
njp.32101080745829,The bridle roads of Spain,"Cayley, George John,",1856,262,0.64,412
mdp.39015030922531,The noble traytour,"Thomas,",1857,332,0.9,368
mdp.39015031299459,Gossip,"Morley, Henry.",1857,438,0.95,460
mdp.39015009219950,The two aristocracies,"Gore,",1857,308,0.91,339
uiuo.ark+=13960=t67375c09,The two aristocracies,"Gore,",1857,332,0.98,340
mdp.39015065597521,The widow married,"Trollope, Frances Milton,",1857,405,0.96,422
uiuo.ark+=13960=t00z7vf65,The professor,"Brontë, Charlotte,",1857,294,0.94,312
uc2.ark+=13960=t6154t62k,The course of true love never did run smooth,"Reade, Charles,",1857,264,0.94,280
mdp.39015063995750,Dogs,"Pardon, George Frederick,",1857,150,0.44,343
uc1.b3543426,"Tea-table talk, ennobled actresses, and other miscellanies","Mathews,",1857,358,0.96,372
mdp.39015047750396,Kiana,"Jarves, James Jackson,",1857,135,0.44,310
mdp.39015065541032,"The crock of gold, and other tales","Tupper, Martin Farquhar,",1857,453,0.91,497
wu.89098017916,Mabel Vaughan,"Cummins, Maria S.",1857,315,0.95,330
inu.32000002550400,The ward,"Trollope, Frances Milton,",1857,312,0.96,324
inu.39000003287138,The peasant,"Martineau, Harriet,",1857,183,0.91,202
uc1.b3123802,The Squire of Beechwood,"Horlock, Knightley William,",1857,272,0.79,344
uc2.ark+=13960=t6vx0c40v,"Tallangetta, the squatter's home","Howitt, William,",1857,326,0.96,340
uc2.ark+=13960=t85h7mm2v,The good old times,"Manning, Anne,",1857,278,0.86,322
uiuo.ark+=13960=t3qv3vj88,Nothing new,"Craik, Dinah Maria Mulock,",1857,362,0.97,372
uc2.ark+=13960=t16m39m6z,Nearer and dearer,"Bede, Cuthbert,",1857,200,0.88,226
uc2.ark+=13960=t44q7tt16,"To be, or not to be?","Andersen, H. C.",1857,368,0.96,382
uiuo.ark+=13960=t6k07fq43,Below the surface,"Elton, Arthur Hallam,",1857,249,0.82,304
uc2.ark+=13960=t9668fn3k,"Alcazar; or, The dark ages","Beste, John Richard Digby,",1857,298,0.96,310
uc2.ark+=13960=t58c9t380,"Cuthbert St. Elme, M.P., or, Passages in the life of a politician",<blank>,1857,279,0.89,312
uc2.ark+=13960=t2m61hh85,The inundation;,"Gore,",1857,212,0.88,240
uc2.ark+=13960=t1mg7mt0b,"Adelaide; or, The massacre of St. Bartholomew","Hofland,",1857,175,0.88,200
uc2.ark+=13960=t9f47pb1k,"The daughter-in-law, her father & family","Hofland,",1857,162,0.85,190
uc2.ark+=13960=t5v69bm8g,Tales of the borders and of Scotland,"Wilson, John Mackay,",1857,469,0.8,586
uc2.ark+=13960=t4wh2h853,"Wilson's tales of the borders, and of Scotland;","Wilson, John Mackay,",1857,281,0.94,300
uc1.b3321301,Riverston,"Craik, Georgiana M.",1857,278,0.95,292
uiuo.ark+=13960=t9q246h7k,Life and its realities,"Chatterton, Georgiana,",1857,319,0.97,328
nnc1.cu50242504,The Campaner Thal,"Jean Paul,",1857,116,0.91,128
nnc1.cu58321314,Kaloolah,"Mayo, William Starbuck,",1857,259,0.82,314
nyp.33433010849507,General and special therapeutics of mental diseases and psychical disorders,"Jahr, G. H. G.",1857,364,0.7,520
nyp.33433008142022,The Burnish family,"Balfour, Clara Lucas,",1857,184,0.89,206
nyp.33433043404635,Mr. Verdant Green married and done for,"Bede, Cuthbert,",1857,112,0.68,164
nyp.33433022846673,The Mohawk chief,"Lymburner, A. L.",1857,271,0.95,284
nyp.33433067304034,"Friends of Bohemia: or, Phases of London life","Whitty, Edward Michael,",1857,260,0.82,318
uiuo.ark+=13960=t6rx9nf53,The myrtle and the heather,"Goodrich, A. M.",1857,306,0.96,320
nyp.33433074855267,"The man of the world, or, Vanities of the day","Fullom, S. W.",1857,462,0.93,496
nyp.33433074898986,Helen and Olga,"Manning, Anne,",1857,289,0.9,322
nyp.33433075742225,The Empress Eugenie's boudoir,"Reynolds, George W. M.",1857,314,0.93,338
nyp.33433074880653,"Magdalen Stafford; or, A gleam of sunshine on a rainy day",<blank>,1857,284,0.97,292
uiuo.ark+=13960=t02z1v22n,"Agnes, or, Beauty and pleasure","Reynolds, George W. M.",1857,417,0.97,430
uiuo.ark+=13960=t80k2w78c,"Anne Sherwood: or, The social institutions of England","Aikin-Kortright, Fanny,",1857,312,0.95,330
uiuo.ark+=13960=t3kw5zx3w,"The Athelings, or, The three gifts","Oliphant,",1857,269,0.95,282
uiuo.ark+=13960=t5db89h6q,"Brimelsea; or, Character the index of fate",<blank>,1857,282,0.93,304
uiuo.ark+=13960=t8nc6922j,Early struggles,"Crawford, A.,",1857,324,0.96,338
uiuo.ark+=13960=t6rx9s555,The fortunes of Glencore,"Lever, Charles James,",1857,315,0.98,322
uiuo.ark+=13960=t0bv81g07,The Gables,<blank>,1857,299,0.96,310
uiuo.ark+=13960=t06w9x86p,"Hassan : or, The child of the pyramid","Murray, Charles Augustus,",1857,303,0.94,324
uiuo.ark+=13960=t8cg07746,"Hidden links, or, The schoolfellows","Liddell, Charles Francis.",1857,266,0.96,276
uiuo.ark+=13960=t4th9621s,Leonora d'Orco,"James, G. P. R.",1857,271,0.95,286
uiuo.ark+=13960=t7gq77m0x,The Lewes Riot,"Neale, J. M.",1857,25,0.46,54
uiuo.ark+=13960=t4cn7mt35,Lucy Aylmer,"Chalcraft, Harriette Amiel.",1857,317,0.97,328
uiuo.ark+=13960=t7br93s5s,Northwode priory,"Cornish,",1857,354,0.98,362
uiuo.ark+=13960=t5h99rj8g,The pedlar,"Delorme, Charles.",1857,313,0.97,322
uiuo.ark+=13960=t4wh37747,Philip Darrell,"Rowcroft, Albert E.",1857,267,0.94,284
uiuo.ark+=13960=t57d3fb9t,Photo the Suliote,"Morier, David R.",1857,317,0.97,326
uiuo.ark+=13960=t4rj4v95j,The Roua pass ;,"Grogan, Mercy,",1857,294,0.89,330
uiuo.ark+=13960=t1wd4h05d,The second wife,<blank>,1857,298,0.97,308
uiuo.ark+=13960=t3kw61r4b,Seymour and his friends;,"Williams, F.,",1857,304,0.96,316
uiuo.ark+=13960=t8ff4df95,St. Eustace,"St. John, Vane Ireton.",1857,305,0.91,336
uiuo.ark+=13960=t85h85j5d,Still waters,"Paull, Margaret Agnes.",1857,312,0.95,328
uiuo.ark+=13960=t51g19j0k,White lies,"Reade, Charles,",1857,301,0.96,314
uiuo.ark+=13960=t3xs63x11,A woman's story,"Hall, S. C.,",1857,320,0.9,356
