docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match,sketches_match
uiuo.ark+=13960=t04x5vj36,"Norton, Caroline Sheridan","Norton, Caroline Sheridan",1808-1877.,1835.0,1835.0,s,1835,    ,London;E. Churton;1835.,1835,,,,,,9736586.0,enk,8719074,1,1.0,1.0,v.1,1.0,"The coquette, and other tales and sketches, in prose and verse",,True,"The coquette, and other tales and sketches, in prose and verse",0.0963879230399976,0.0032388139625693,Caroline,f,5.597345132743363,8.842293836635601,20.392241379310345,45.781491527942926,134.25862068965515,2384.734839476813,2.9,['fiction'],['unknown'],"the coquette, and other tales and sketches, in prose and verse  the coquette, and other tales and sketches, in prose and verse",False,True,True
uc1.b3123817,"Hogg, James","Hogg, James",1770-1835.,1837.0,1835.0,s,1837,    ,Glasgow;Blackie & son;1837.,1837,v.1. The brownie of Bodsbeck. The wool-gatherer. The surpassing adventures of Allan Gordon. A tale of Pentland. Ewan MʻGabhar.--v.2. The bridal of Polmood. Storms. A shepherd's wedding. Country dreams and apparitions. A story of good Queen Bess. Sound morality. Trials of temper. The fords of Callum. The Cameronian preacher's tale.--v.3. The hunt of Eildon. The adventures of Basil Lee. Adam Bell. Duncan Campbell. An old soldier's tale. Katie Cheyne. The long pack. A country funeral. The shepherd,,,,,9102488.0,stk,3922375,2,3.0,3.0,v.3,3.0,"Tales and sketches, | $c: by the Ettrick Shepherd [pseud.] including The brownie of Bodsbeck, Winter evening tales, Shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. By D. O. Hill, esq.",The hunt of Eildon. The adventures of Basil Lee. Adam Bell. Duncan Campbell. An old soldier's tale. Katie Cheyne. The long pack. A country funeral. The shepherd,True,The hunt of Eildon. The adventures of Basil Lee. Adam Bell. Duncan Campbell. An old soldier's tale. Katie Cheyne. The long pack. A country funeral. The shepherd,0.1728516898396271,0.0716673496257297,James,m,16.058333333333334,28.48270833333334,37.42465753424658,28.885419403265143,440.0027397260274,6011.679444548696,1.9,['unknown'],['fiction and juvenile belles lettres'],"tales and sketches, | $c: by the ettrick shepherd [pseud.] including the brownie of bodsbeck, winter evening tales, shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. by d. o. hill, esq. the hunt of eildon. the adventures of basil lee. adam bell. duncan campbell. an old soldier's tale. katie cheyne. the long pack. a country funeral. the shepherd the hunt of eildon. the adventures of basil lee. adam bell. duncan campbell. an old soldier's tale. katie cheyne. the long pack. a country funeral. the shepherd",False,True,True
mdp.39015074639546,"Hogg, James","Hogg, James",1770-1835.,1837.0,1835.0,s,1837,    ,Glasgow;Blackie & son;1837.,1837,v.1. The brownie of Bodsbeck. The wool-gatherer. The surpassing adventures of Allan Gordon. A tale of Pentland. Ewan MʻGabhar.--v.2. The bridal of Polmood. Storms. A shepherd's wedding. Country dreams and apparitions. A story of good Queen Bess. Sound morality. Trials of temper. The fords of Callum. The Cameronian preacher's tale.--v.3. The hunt of Eildon. The adventures of Basil Lee. Adam Bell. Duncan Campbell. An old soldier's tale. Katie Cheyne. The long pack. A country funeral. The shepherd,,,,,9102488.0,stk,3922375,2,5.666666666666668,4.666666666666667,v.4,4.0,"Tales and sketches, | $c: by the Ettrick Shepherd [pseud.] including The brownie of Bodsbeck, Winter evening tales, Shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. By D. O. Hill, esq.",,True,Tales and sketches,0.4193519921403597,0.0340627351792095,James,m,15.595567867036012,30.866905563953623,37.12534059945504,36.38210989761599,429.3378746594005,6764.34905597339,1.3,['unknown'],['fiction and juvenile belles lettres'],"tales and sketches, | $c: by the ettrick shepherd [pseud.] including the brownie of bodsbeck, winter evening tales, shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. by d. o. hill, esq.  tales and sketches",False,True,True
uc1.b3324315,"Mrs., Hall, S. C","Hall, S. C., Mrs",1800-1881.,1837.0,1837.0,s,1837,    ,London;H. Colburn;1837.,1837,,,Irish fiction,,PZ3.H14Un2,15215110.0,enk,6130884,2,3.0,3.0,v. 1,1.0,"Uncle Horace : | a novel / | $c: by the author of ""Sketches of Irish character,"" ""The buccaneer,"" &c., &c. ... | $n: 1",,True,Uncle Horace : a novel,0.0,0.0,S,unknown,8.463855421686747,12.543874292350123,23.5,14.872754491017965,207.46407185628743,1728.590026533759,2.0,['fiction'],['fiction and juvenile belles lettres'],"uncle horace : | a novel / | $c: by the author of ""sketches of irish character,"" ""the buccaneer,"" &c., &c. ... | $n: 1  uncle horace : a novel",False,False,True
nyp.33433067294466,"Hogg, James","Hogg, James",1770-1835.,1837.0,1835.0,s,1837,    ,Glasgow;Blackie & son;1837.,1837,v. 1. The brownie of Bodsbeck. The wool-gatherer. The surpassing adventures of Allan Gordon. A tale of Pentland. Ewan MʻGabhar.--v. 2. The bridal of Polmood. Storms. A shepherd's wedding. Country dreams and apparitions. A story of good Queen Bess. Sound morality. Trials of temper. The fords of Callum. The Cameronian preacher's tale.--v. 3. The hunt of Eildon. The adventures of Basil Lee. Adam Bell. Duncan Campbell. An old soldier's tale. Katie Cheyne. The long pack. A country funeral. The sheph,,,,PZ3.H684T,10111704.0,stk,8618317,1,3.0,3.0,v. 2,2.0,"Tales and sketches, | $c: by the Ettrick Shepherd [pseud.] including The brownie of Bodsbeck, Winter evening tales, Shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. By D. O. Hill, esq.",The bridal of Polmood. Storms. A shepherd's wedding. Country dreams and apparitions. A story of good Queen Bess. Sound morality. Trials of temper. The fords of Callum. The Cameronian preacher's tale,True,The bridal of Polmood. Storms. A shepherd's wedding. Country dreams and apparitions. A story of good Queen Bess. Sound morality. Trials of temper. The fords of Callum. The Cameronian preacher's tale,0.332392047043058,0.2025814763922008,James,m,14.819639278557114,32.27207922859748,37.689108910891086,29.521168512890885,424.8970297029703,5258.674545632782,2.6,['unknown'],['fiction and juvenile belles lettres'],"tales and sketches, | $c: by the ettrick shepherd [pseud.] including the brownie of bodsbeck, winter evening tales, shepherd's calendar, &c., &c. and several pieces not before printed, with illustrative engravings, chiefly from real scenes. by d. o. hill, esq. the bridal of polmood. storms. a shepherd's wedding. country dreams and apparitions. a story of good queen bess. sound morality. trials of temper. the fords of callum. the cameronian preacher's tale the bridal of polmood. storms. a shepherd's wedding. country dreams and apparitions. a story of good queen bess. sound morality. trials of temper. the fords of callum. the cameronian preacher's tale",False,True,True
uc1.b3328954,"Dickens, Charles","Dickens, Charles",1812-1870.,1838.0,1838.0,s,1838,    ,London;Chapman and Hall;1838.,1838,2d ed.,,,,PR4572.S4 1838,4334826.0,enk,1023577,2,2.0,2.0,,,"Sketches of young gentlemen. | Dedicated to the young ladies. | $c: With six illustrations by ""Phiz"" [pseud.]",,True,Sketches of young gentlemen. Dedicated to the young ladies,0.9181950665946716,0.5668805136047265,Charles,m,8.193877551020408,48.80935027072054,41.017699115044245,395.3448194846895,221.2300884955752,11995.09750176208,1.6,['fiction'],['english literature'],"sketches of young gentlemen. | dedicated to the young ladies. | $c: with six illustrations by ""phiz"" [pseud.]  sketches of young gentlemen. dedicated to the young ladies",False,False,True
njp.32101064794389,"Maxwell, W. H. (William Hamilton)","Maxwell, W. H. (William Hamilton)",1792-1850.,1838.0,1838.0,s,1838,    ,London;Bentley;1838.,1838,New ed.,,,,,27774435.0,enk,6507954,2,2.0,2.0,,,"Wild sports of the west. | With legendary tales, and local sketches.",,True,"Wild sports of the west. With legendary tales, and local sketches",0.0,0.0,William,m,18.135135135135137,108.3674878810014,37.42558139534884,101.60260140616548,402.3,16116.726279069764,1.1,['fiction'],['unknown'],"wild sports of the west. | with legendary tales, and local sketches.  wild sports of the west. with legendary tales, and local sketches",False,True,True
njp.32101067629749,"Baxter, G. R. Wythen (George Robert Wythen)","Baxter, G. R. Wythen (George Robert Wythen)",1815-1854.,1838.0,1838.0,s,1838,    ,London;J. Thomas;1838.,1838,,,,,,43323120.0,enk,8961222,1,1.0,1.0,,,"Humour and pathos; or, Essays, sketches, and tales, | $c: by G.R. Wythen Baxter ... With illustrations by Frank Howard ...",,True,"Humour and pathos; or, Essays, sketches, and tales",0.4158597243301244,0.0333436616114027,George,m,9.67158671586716,22.810963902996964,26.68115942028985,51.70993488762865,286.213768115942,7288.16807130855,2.2,['unknown'],['unknown'],"humour and pathos; or, essays, sketches, and tales, | $c: by g.r. wythen baxter ... with illustrations by frank howard ...  humour and pathos; or, essays, sketches, and tales",False,True,True
nyp.33433074870563,"Hockley, W. B. (William Browne)","Hockley, W. B. (William Browne)",1792-1860.,1841.0,1841.0,s,1841,    ,London;D.N. Carvalho;1841.,1841,,,English fiction,,,37248571.0,enk,8669369,1,1.0,1.0,v. 1,1.0,The widow of Calcutta; | The half-caste daughter; and other sketches. | $c: By a traveller ...,,True,The widow of Calcutta; The half-caste daughter; and other sketches,0.1961946302523443,0.0097255565912119,William,m,7.252747252747253,5.7438111339210245,22.943089430894307,17.571286932381515,197.159891598916,1737.071995652206,1.4,['fiction'],['unknown'],the widow of calcutta; | the half-caste daughter; and other sketches. | $c: by a traveller ...  the widow of calcutta; the half-caste daughter; and other sketches,False,False,True
inu.39000001180483,"Macnish, Robert","Macnish, Robert",1802-1837.,1844.0,1837.0,s,1844,    ,London;H.G. Bohn;1844.,1844,"2d ed.|I. Life.--II. Tales: The metempsychosis. The man with the nose. The confessions of an unexecuted feminicide. The barber of Gottingen. Colonel O'Shaughnessy. Colonel O'Shaughnessy in India. Who can it be? The man with the mouth. The wig. An execution in Paris. The man-mountain. Singular passages in my own life. Punch and Judy. The red man. Who murdered Begbie? a stage-coach romance. Terence O'Flaherty. The Covenanters, a Scottish traditionary tale. The loves of the learned. A vision of Ro",,,,,13579925.0,enk,7586212,1,1.0,1.0,v.2,2.0,"Tales, essays, and sketches, | $c: by the late Robert Macnish ... With the author's life, by his friend, D.M. Moir ...","Tales: The metempsychosis. The man with the nose. The confessions of an unexecuted feminicide. The barber of Gottingen. Colonel O'Shaughnessy. Colonel O'Shaughnessy in India. Who can it be? The man with the mouth. The wig. An execution in Paris. The man-mountain. Singular passages in my own life. Punch and Judy. The red man. Who murdered Begbie? a stage-coach romance. Terence O'Flaherty. The Covenanters, a Scottish traditionary tale. The loves of the learned. A vision of Ro",True,"Tales: The metempsychosis. The man with the nose. The confessions of an unexecuted feminicide. The barber of Gottingen. Colonel O'Shaughnessy. Colonel O'Shaughnessy in India. Who can it be? The man with the mouth. The wig. An execution in Paris. The man-mountain. Singular passages in my own life. Punch and Judy. The red man. Who murdered Begbie? a stage-coach romance. Terence O'Flaherty. The Covenanters, a Scottish traditionary tale. The loves of the learned. A vision of Ro",0.3517884651758287,0.0122145350331956,Robert,m,12.316008316008316,11.87103271510756,29.02868852459016,17.437701558720768,300.8954918032787,2705.396864922064,1.0,['unknown'],['unknown'],"tales, essays, and sketches, | $c: by the late robert macnish ... with the author's life, by his friend, d.m. moir ... tales: the metempsychosis. the man with the nose. the confessions of an unexecuted feminicide. the barber of gottingen. colonel o'shaughnessy. colonel o'shaughnessy in india. who can it be? the man with the mouth. the wig. an execution in paris. the man-mountain. singular passages in my own life. punch and judy. the red man. who murdered begbie? a stage-coach romance. terence o'flaherty. the covenanters, a scottish traditionary tale. the loves of the learned. a vision of ro tales: the metempsychosis. the man with the nose. the confessions of an unexecuted feminicide. the barber of gottingen. colonel o'shaughnessy. colonel o'shaughnessy in india. who can it be? the man with the mouth. the wig. an execution in paris. the man-mountain. singular passages in my own life. punch and judy. the red man. who murdered begbie? a stage-coach romance. terence o'flaherty. the covenanters, a scottish traditionary tale. the loves of the learned. a vision of ro",False,True,True
nyp.33433076069578,"Lee, Hannah Farnham Sawyer","Lee, Hannah Farnham Sawyer",1780-1865.,1844.0,1844.0,s,1844,    ,London;J. Chapman;1844.,1844,,,American fiction,,PZ3.L5125L,6847667.0,enk,8690110,1,1.0,1.0,,,"The log cabin; | or, The world before you. | $c: By the author of ""Three experiments of living""; ""Sketches of the old painters,"" etc.",,True,"The log cabin; or, The world before you",0.4622417643210955,0.0024075791883364,Hannah,f,19.412587412587413,68.17242896963175,40.14473684210526,666.5843144044321,403.1118421052632,30832.375649238227,0.9,['fiction'],['fiction and juvenile belles lettres'],"the log cabin; | or, the world before you. | $c: by the author of ""three experiments of living""; ""sketches of the old painters,"" etc.  the log cabin; or, the world before you",False,False,True
njp.32101066111103,"Bremer, Fredrika","Bremer, Fredrika",1801-1865.,1844.0,1844.0,s,1844,    ,"London;Longman, Brown, Green, and Longmans;1844.",1844,,,,,,7840762.0,enk,9403779,1,3.0,2.0,v. 1,1.0,New sketches of every-day life : | a diary. Together with Strife and peace. / | $c: By Fredrika Bremer. Tr. [from the Swedish] by Mary Howitt.,,True,New sketches of every-day life : a diary. Together with Strife and peace,0.0591929261314947,0.0023764739958751,Fredrika,f,13.77777777777778,19.02469135802469,28.68501529051988,15.634729586922164,287.57186544342505,2858.220370526237,1.6,['fiction'],['unknown'],new sketches of every-day life : | a diary. together with strife and peace. / | $c: by fredrika bremer. tr. [from the swedish] by mary howitt.  new sketches of every-day life : a diary. together with strife and peace,False,False,True
nyp.33433075909238,"pseud. Crick, Throne","pseud. Crick, Throne",,1847.0,1847.0,s,1847,    ,London;J. Masters;1847.,1847,,,,,,2214604.0,enk,779108,3,3.0,3.0,,,Sketches from the diary of a commercial traveller.,,True,Sketches from the diary of a commercial traveller,0.6574698640918648,0.0257904111615978,Throne,unknown,5.783393501805054,13.73647512674478,27.52068965517241,221.3392271105826,226.0344827586207,4426.233293697978,0.6,['fiction'],['unknown'],sketches from the diary of a commercial traveller.  sketches from the diary of a commercial traveller,False,False,True
uc1.b3327099,"Maxwell, W. H. (William Hamilton)","Maxwell, W. H. (William Hamilton)",1792-1850.,1847.0,1847.0,s,1847,    ,London;R. Bentley;1847.,1847,,,Folklore|Scotland,,PR4989.M45H5 1847,2739596.0,enk,7923038,2,2.0,2.0,v.1,1.0,Hill-side and Border sketches. | With legends of the Cheviots and the Lammermuir. | $c: By W. H. Maxwell.,,True,Hill-side and Border sketches. With legends of the Cheviots and the Lammermuir,0.2832472165373251,0.0549802449625151,William,m,8.18624641833811,9.34926642638402,24.29178470254957,20.965853188774485,213.77903682719543,2382.5064160694656,1.5,['unknown'],['english literature'],hill-side and border sketches. | with legends of the cheviots and the lammermuir. | $c: by w. h. maxwell.  hill-side and border sketches. with legends of the cheviots and the lammermuir,False,False,True
uiuo.ark+=13960=t0vq3769v,"Blenkinsop, Adam","Blenkinsop, Adam",,1847.0,1847.0,s,1847,    ,London;R. Bentley;1847.,1847,,,,,,2878342.0,enk,8722143,2,2.0,2.0,v.1,1.0,"Paddiana, or, Scraps and sketches of Irish life, present and past",,True,"Paddiana, or, Scraps and sketches of Irish life, present and past",0.2646144637021895,0.0539192960357926,Adam,m,9.51219512195122,24.518143961927425,29.2,42.335757575757576,232.26969696969687,4316.978778696051,2.4,['fiction'],['unknown'],"paddiana, or, scraps and sketches of irish life, present and past  paddiana, or, scraps and sketches of irish life, present and past",False,False,True
nyp.33433075905798,"Mrs. Gore, (Catherine Grace Frances)","Gore, (Catherine Grace Frances), Mrs",1799-1861.,1848.0,1848.0,s,1848,    ,London;R. Bentley;1848.,1848,,,,,,14209517.0,enk,8644778,1,1.0,1.0,v. 1-2,1.0,Sketches of English character / | $c: by Mrs. Gore.,,True,Sketches of English character,0.2470190259417708,0.0246734052115193,Catherine,f,6.983823529411764,7.165914792387543,25.18115942028985,17.449789960092414,199.50434782608696,1352.2180970384372,0.9,['fiction'],['unknown'],sketches of english character / | $c: by mrs. gore.  sketches of english character,False,False,True
uc2.ark+=13960=t2t43xh63,"Lewis, John Delaware","Lewis, John Delaware",,1849.0,1849.0,s,1849,    ,London;G. Earle;1849.,1849,,,,,,7402690.0,enk,7700799,1,1.0,1.0,,,Sketches of Cantabs,,True,Sketches of Cantabs,0.5572250059133443,0.0092958048985069,John,m,7.672489082969432,7.643828302282566,24.854077253218883,25.2233417451049,209.412017167382,2420.173589493268,1.2,['unknown'],['unknown'],sketches of cantabs  sketches of cantabs,False,False,True
uc1.b3326031,"Skene, Felicia","Skene, Felicia",1821-1899.,1849.0,1849.0,s,1849,    ,London;Francis & John Rivington;1849.,1849,,,,,,51268704.0,enk,7922819,1,1.0,1.0,,,"Use and abuse : | a tale / | $c: by the author of ""Wayfaring sketches amongst the Greeks and Turks, and on the shores of the Danube, by a seven years resident in Greece.""",,True,Use and abuse : a tale,0.0,0.0,Felicia,f,7.154185022026431,11.535698344621474,31.61184210526316,34.12784222068329,328.1798245614035,4344.309768390273,2.1,['fiction'],['unknown'],"use and abuse : | a tale / | $c: by the author of ""wayfaring sketches amongst the greeks and turks, and on the shores of the danube, by a seven years resident in greece.""  use and abuse : a tale",False,False,True
nyp.33433081959060,"Buntline, Ned","Buntline, Ned",1822 or 1823-1886.,1851.0,1851.0,s,1851,    ,London;H.G. Collins;1851.,1851,,,American fiction,,,37138627.0,enk,8663691,1,1.0,1.0,,,"Cruisings, afloat and ashore; | from the private log of Ned Buntline [pseud.] Sketches of land and sea, humorous and pathetic, tragical and comical.",,True,"Cruisings, afloat and ashore; from the private log of Ned Buntline [pseud.] Sketches of land and sea, humorous and pathetic, tragical and comical",0.4387884916611209,0.1473733101504834,Ned,m,10.546174142480211,22.65420040239207,28.67708333333333,40.880099826388886,243.4609375,3743.2640991210938,3.9,['fiction'],['unknown'],"cruisings, afloat and ashore; | from the private log of ned buntline [pseud.] sketches of land and sea, humorous and pathetic, tragical and comical.  cruisings, afloat and ashore; from the private log of ned buntline [pseud.] sketches of land and sea, humorous and pathetic, tragical and comical",False,False,True
mdp.39015063547973,"Bristed, Charles Astor","Bristed, Charles Astor",1820-1874.,1852.0,1852.0,s,1852,    ,London;J. W. Parker and son;1852.,1852,,,,,PZ3.B773U,19911863.0,enk,281384,1,1.0,1.0,,,The upper ten thousand: | sketches of American society. | $c: By a New Yorker.,,True,The upper ten thousand: sketches of American society,0.4650536922838915,0.0170265110640738,Charles,m,11.394736842105264,47.03497229916898,30.645901639344263,18.22215533458748,316.8655737704918,2698.175372211771,3.2,['fiction'],['fiction and juvenile belles lettres'],the upper ten thousand: | sketches of american society. | $c: by a new yorker.  the upper ten thousand: sketches of american society,False,False,True
mdp.39015057034517,"Smith, Albert","Smith, Albert",1816-1860.,1852.0,1852.0,s,1852,    ,London;R. Bentley;1852.,1852,,,,,,8530931.0,enk,782580,1,1.0,1.0,,,Comic tales and sketches.,,True,Comic tales and sketches,0.685748950694361,0.6855058155750048,Albert,m,9.701863354037268,27.84900273909185,29.21686746987952,71.88067934388155,304.2048192771084,9429.765277979388,1.5,['unknown'],['unknown'],comic tales and sketches.  comic tales and sketches,False,True,True
uiuo.ark+=13960=t3fx7pf73,"Hannay, James","Hannay, James",1827-1873.,1853.0,1853.0,s,1853,    ,London;Addey and co.;1853.,1853,,,,,,29372998.0,enk,8723274,1,1.0,1.0,v.1,1.0,Sketches in ultra-marine,,True,Sketches in ultra-marine,0.4949488547203346,0.0111812664706163,James,m,14.397887323943662,37.30295328307875,35.97586206896552,93.19596908442333,316.97241379310344,7624.081997621878,2.4,['unknown'],['unknown'],sketches in ultra-marine  sketches in ultra-marine,False,False,True
nyp.33433074372875,"Jókai, Mór","Jókai, Mór",1825-1904.,1854.0,1854.0,s,1854,    ,Edinburgh;T. Constable;1854.,1854,,,,,,11569043.0,stk,8618887,1,1.0,1.0,,,Hungarian sketches in peace and war / | $c: from the Hungarian of Moritz Jókai ; with prefatory notice by Emeric Szabad.,,True,Hungarian sketches in peace and war,0.0944214988546405,0.174554528646884,Mr,unknown,14.91875,37.055898437500005,30.70245398773006,38.147662689600665,346.3711656441717,6367.5892299296165,1.8,['fiction'],['unknown'],hungarian sketches in peace and war / | $c: from the hungarian of moritz jókai ; with prefatory notice by emeric szabad.  hungarian sketches in peace and war,False,False,True
nyp.33433074936380,Old Sailor,Old Sailor,1790-1846.,1854.0,1846.0,s,1854,    ,London;Whittaker;Nottingham;Dearden;1854.,1854,,,Seafaring life,,,28446212.0,enk,8663608,1,1.0,1.0,,,Floating remembrances and sketches of a sea life / | $c: by the Old Sailor.,,True,Floating remembrances and sketches of a sea life,0.2031536214253097,0.0512155281498088,Old,unknown,11.15258855585831,18.97399193698075,32.18059299191375,16.794879432727168,345.7277628032345,3366.278986639155,3.2,['fiction'],['unknown'],floating remembrances and sketches of a sea life / | $c: by the old sailor.  floating remembrances and sketches of a sea life,False,False,True
njp.32101013520869,"Stowe, Harriet Beecher","Stowe, Harriet Beecher",1811-1896.,1855.0,1855.0,s,1855,    ,London;Sampson Low;1855.,1855,Author's cheap ed.,,,,,10335083.0,enk,8883950,1,1.0,1.0,,,"Tales and sketches of New England life : | comprising ""The Mayflower,"" and other miscellaneous writings / | $c: by Harriet Beecher Stowe.",,True,"Tales and sketches of New England life : comprising ""The Mayflower,"" and other miscellaneous writings",0.1758520025366135,0.0234509504370912,Harriet,f,18.05187319884726,97.68606997815778,37.45272206303725,32.86094531243587,474.7621776504298,7973.722810157554,2.1,['unknown'],['unknown'],"tales and sketches of new england life : | comprising ""the mayflower,"" and other miscellaneous writings / | $c: by harriet beecher stowe.  tales and sketches of new england life : comprising ""the mayflower,"" and other miscellaneous writings",False,True,True
uc1.b4102312,"Martineau, Harriet","Martineau, Harriet",1802-1876.,1856.0,1856.0,s,1856,    ,"London;Whittaker and Co. [etc., etc.;1856",1856,The bride.--The travellers.--The old governess.--The despised woman.--The shopman.--Father d'Estelan's Christmas morning.--The black sentinel.--The convert.--The factory boy.--The convict.--The collegian.,,,,,14469985.0,enk,6155006,1,1.0,1.0,,,"Sketches from life, | $c: by Harriet Martineau ...",,True,Sketches from life,0.3099433538370765,0.3828753376367723,Harriet,f,10.094674556213018,14.819439095269772,21.84530386740332,50.06446689661488,209.3314917127072,6130.16635633833,1.1,['unknown'],['unknown'],"sketches from life, | $c: by harriet martineau ...  sketches from life",False,False,True
nyp.33433071388676,"Edmonston, Eliza","Edmonston, Eliza",,1856.0,1856.0,s,1856,    ,Edinburgh;S. & K.;1856.,1856,,,,Shetland (Scotland),,11894987.0,stk,8687446,1,1.0,1.0,,,Sketches and tales of the Shetland Islands.,,True,Sketches and tales of the Shetland Islands,0.6628710272745475,0.2729187331006312,Eliza,f,8.992366412213741,9.083911193986363,29.098484848484848,49.74787649219466,274.6136363636364,5178.562844352617,2.3,['unknown'],['unknown'],sketches and tales of the shetland islands.  sketches and tales of the shetland islands,False,True,True
nyp.33433075735807,"Auerbach, Berthold","Auerbach, Berthold",1812-1882.,1858.0,1858.0,s,1858,    ,"London;S. Low, Son, and Co.;1858.",1858,,,"Gellert, Christian Fürchtegott|German fiction|1715-1769",,,37382167.0,enk,8671606,1,1.0,1.0,,,"Christian Gellert, and other sketches. | $c: By Berthold Auerbach ... Translated from the German by arrangement with the author.",,True,"Christian Gellert, and other sketches",0.4709440274591858,0.2835437677546437,Berthold,m,13.453551912568306,33.37352563528322,27.624338624338623,83.0599367318944,343.30687830687833,18456.191539990483,2.3,['fiction'],['unknown'],"christian gellert, and other sketches. | $c: by berthold auerbach ... translated from the german by arrangement with the author.  christian gellert, and other sketches",False,False,True
nnc1.0038481910,"Saltykov, Mikhail Evgrafovich","Saltykov, Mikhail Evgrafovich",1826-1889.,1861.0,1861.0,s,1861,    ,London;L. Booth;1861.,1861,,,,,,43407085.0,enk,8399386,1,1.0,1.0,,,"Tchinovnicks; | sketches of provincial life, from the memoirs of the retired conseiller de cour, Stchedrin [pseud.], Saltikow. | $c: Translated, with notes, from the Russian, by Frederic Aston.",,True,"Tchinovnicks; sketches of provincial life, from the memoirs of the retired conseiller de cour, Stchedrin [pseud.], Saltikow",0.7374237987585041,0.0071891547214071,Mikhail,m,10.023715415019764,30.402599634426405,25.26153846153846,43.48544378698225,235.39615384615385,5751.331523668639,2.4,['unknown'],['unknown'],"tchinovnicks; | sketches of provincial life, from the memoirs of the retired conseiller de cour, stchedrin [pseud.], saltikow. | $c: translated, with notes, from the russian, by frederic aston.  tchinovnicks; sketches of provincial life, from the memoirs of the retired conseiller de cour, stchedrin [pseud.], saltikow",False,False,True
uc1.b3339483,"Jerrold, Douglas William","Jerrold, Douglas William",1803-1857.,1863.0,1857.0,m,1863,1864,"London;Bradbury, Evans, and co.;1863?-1864?",1863,I. Introductory memoir. St. Giles and St. James. Punch's letters to his son.--II. The story of a feather. Cakes and ale.--III. Mrs. Caudle's curtain lectures. Men of character. Punch's complete letter writer.--IV. A man made of money. Sketches of the English. The chronicles of Clovernook. The sick giant and the doctor dwarf.,,,,,2019512.0,enk,591691,2,2.0,2.0,v. 4,4.0,"The works of Douglas Jerrold. | $c: With an introductory memoir by his son, W. Blanchard Jerrold.",A man made of money. Sketches of the English. The chronicles of Clovernook. The sick giant and the doctor dwarf,True,A man made of money. Sketches of the English. The chronicles of Clovernook. The sick giant and the doctor dwarf,0.223752514544461,0.0349311209847108,Douglas,m,22.383196721311474,58.79783240392367,42.61740890688259,56.34957547247129,532.2206477732793,11404.775201199822,1.6,['unknown'],['english literature'],"the works of douglas jerrold. | $c: with an introductory memoir by his son, w. blanchard jerrold. a man made of money. sketches of the english. the chronicles of clovernook. the sick giant and the doctor dwarf a man made of money. sketches of the english. the chronicles of clovernook. the sick giant and the doctor dwarf",False,False,True
uiuo.ark+=13960=t86h4xm75,,,,1863.0,1863.0,s,1863,    ,London;Chapman & Hall;1863.,1863,,,,,,22438691.0,enk,8719668,1,1.0,1.0,v.1,1.0,"False positions, or, Sketches of character",,True,"False positions, or, Sketches of character",0.0495074590222645,0.009149839597773,,unknown,4.924914675767918,3.612109634358,20.22972972972973,9.724251278305331,147.0608108108108,679.0908966398831,1.0,['fiction'],['unknown'],"false positions, or, sketches of character  false positions, or, sketches of character",False,False,True
nnc1.ar53767756,"Bidlake, George","Bidlake, George",,1865.0,1865.0,s,1865,    ,Birmingham;S. Birbeck;1865.,1865,,,Designs and plans|Church architecture,,,3711639.0,enk,8411757,1,1.0,1.0,,,"Sketches of churches : | designed for the use of nonconformists / | $c: By Geo. Bidlake, architect.",,True,Sketches of churches : designed for the use of nonconformists,0.9997460046972996,0.999890779220297,George,m,9.714285714285714,128.20408163265307,8.263157894736842,83.8781163434903,51.78947368421053,11622.271468144045,1.6842105263157894,['unknown'],['unknown'],"sketches of churches : | designed for the use of nonconformists / | $c: by geo. bidlake, architect.  sketches of churches : designed for the use of nonconformists",False,False,True
nyp.33433066593421,"Robertson, William","Robertson, William",,1865.0,1865.0,s,1865,    ,Edinburgh;Edmonston and Douglas;1865.,1865,,,Deer hunting|Great Britain|Hunting,,,18852266.0,stk,8692234,1,1.0,1.0,,,Forest sketches; | deer-stalking and other sports in the highlands fifty years ago.,,True,Forest sketches; deer-stalking and other sports in the highlands fifty years ago,0.1299628534089483,0.1272662409171389,William,m,11.711491442542789,79.0659070665527,24.65707434052758,41.688157387758864,262.5731414868105,6397.4005256226665,2.3,['unknown'],['unknown'],forest sketches; | deer-stalking and other sports in the highlands fifty years ago.  forest sketches; deer-stalking and other sports in the highlands fifty years ago,False,False,True
