docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match
mdp.39015063927142,"Trollope, Thomas Adolphus","Trollope, Thomas Adolphus",1810-1892.,1875.0,1875.0,s,1875,    ,London;Chapman and Hall;1875.,1875,v. 1.--Diamond cut diamond. The golden book of Torcello. Vittoria Accoramboni.--v. 2. The duchess Veronica. The lottery dreamer. Zuan the gondolier. How Meo Varalla won his first love.,,,,,22935706.0,enk,780962,2,2.0,2.0,v.1,1.0,Diamond cut diamond; | a story of Tuscan life and other stories. | $n: 1,Diamond cut diamond. The golden book of Torcello. Vittoria Accoramboni,True,Diamond cut diamond. The golden book of Torcello. Vittoria Accoramboni,0.4276136298438424,0.0013478806154016,Thomas,m,9.828908554572273,18.23031473795042,27.1242774566474,34.43831233920278,258.1791907514451,3721.412977379799,1.1,['unknown'],['unknown'],diamond cut diamond; | a story of tuscan life and other stories. | $n: 1 diamond cut diamond. the golden book of torcello. vittoria accoramboni diamond cut diamond. the golden book of torcello. vittoria accoramboni,True
mdp.39015063927456,"Trollope, Thomas Adolphus","Trollope, Thomas Adolphus",1810-1892.,1875.0,1875.0,s,1875,    ,London;Chapman and Hall;1875.,1875,v. 1.--Diamond cut diamond. The golden book of Torcello. Vittoria Accoramboni.--v. 2. The duchess Veronica. The lottery dreamer. Zuan the gondolier. How Meo Varalla won his first love.,,,,,22935706.0,enk,780962,2,2.0,2.0,v.2,2.0,Diamond cut diamond; | a story of Tuscan life and other stories. | $n: 1,The duchess Veronica. The lottery dreamer. Zuan the gondolier. How Meo Varalla won his first love,True,The duchess Veronica. The lottery dreamer. Zuan the gondolier. How Meo Varalla won his first love,0.2599138106926513,0.0133226742393762,Thomas,m,11.822289156626503,26.9774550007258,27.564564564564563,25.801386972558145,263.4894894894895,2776.5561958354747,2.5,['unknown'],['unknown'],diamond cut diamond; | a story of tuscan life and other stories. | $n: 1 the duchess veronica. the lottery dreamer. zuan the gondolier. how meo varalla won his first love the duchess veronica. the lottery dreamer. zuan the gondolier. how meo varalla won his first love,True
mdp.39015062688000,"Ritchie, Anne Thackeray","Ritchie, Anne Thackeray",1837-1919.,1875.0,1875.0,m,1875,1880,"London;Smith, Elder;1875-1880.",1875-1880,"v. 1. Old Kensington -- v. 2. The village on the cliff -- v. 3. Five old friends ; and, A young prince -- v. 4. To Esther, and other sketches -- v. 5. Bluebeard's keys, and other stories -- v. 6. The story of Elizabeth ; 2 hours ; and, From an island -- v. 7. Toilers and spinsters, and other essays -- v. 8. Miss Angel ; and, Fulham lawn.",,,,PR5227.R7 1875a,475905668.0,enk,5375834,1,3.0,3.0,v.5,5.0,The works of Miss Thackeray.,"Bluebeard's keys, and other stories",True,"Bluebeard's keys, and other stories",0.0456071515794769,0.0973758629139223,Anne,f,13.949640287769784,31.53463416317306,23.64788732394366,43.547378165707855,266.38262910798124,7616.715097313144,1.5,['fiction'],['english literature'],"the works of miss thackeray. bluebeard's keys, and other stories bluebeard's keys, and other stories",True
nyp.33433008143889,"Mrs., Hall, S. C","Hall, S. C., Mrs",1800-1881.,1875.0,1875.0,s,1875,    ,London;Virtue Spalding;1875.,1875,,,Temperance,,,2792461.0,enk,8597198,1,1.0,1.0,,,Boons and blessings. | $c: Stories and sketches to illustrate the advantages of temperance. /  By Mrs. S. C. Hall. Illustrated by engravings from designs of eminent artists.,,True,Boons and blessings,0.1672422570536622,0.1539167811953675,S,unknown,13.016611295681065,29.664175892098324,27.728358208955225,110.97397193138788,335.04477611940297,23632.51441300958,2.0,['fiction'],['unknown'],boons and blessings. | $c: stories and sketches to illustrate the advantages of temperance. /  by mrs. s. c. hall. illustrated by engravings from designs of eminent artists.  boons and blessings,True
nyp.33433082180559,,,,1875.0,1875.0,s,1875,    ,London;J. S. Virtue;1875?,1875,,,"Children's literature, English",,,25002252.0,enk,8655081,1,1.0,1.0,,,The Sunday pleasure book : | containing gospel and other stories told to children.,,True,The Sunday pleasure book : containing gospel and other stories told to children,0.2297430074514036,0.9935239348144264,,unknown,20.12962962962963,160.9554183813443,52.07563025210085,1016.2715909893368,433.0420168067227,79507.84697408375,2.3,['unknown'],['unknown'],the sunday pleasure book : | containing gospel and other stories told to children.  the sunday pleasure book : containing gospel and other stories told to children,True
njp.32101064283425,A. L. O. E,A. L. O. E,1821-1893.,1875.0,1875.0,s,1875,    ,London;Nelson;1875.,1875,,,,,,42635754.0,enk,9246028,1,1.0,1.0,,,"The sailor's resolve, | and other stories, | $c: by A.L.O.E. [pseud.]",,True,"The sailor's resolve, and other stories",0.0952552520350449,0.7986938317311095,A,unknown,8.914893617021276,14.418288818469897,21.54,42.56839999999999,187.74,4162.5524,1.84,['unknown'],['unknown'],"the sailor's resolve, | and other stories, | $c: by a.l.o.e. [pseud.]  the sailor's resolve, and other stories",True
mdp.39015030847076,"Harte, Bret","Harte, Bret",1836-1902.,1876.0,1876.0,s,1876,    ,"London;New York;Ward, Lock & co.;1876",1876,,,,,,66269333.0,enk,328067,1,1.0,1.0,,,"Wan Lee, the Pagan, | and other stories. | $c: By Bret Harte. [First & second series]",,True,"Wan Lee, the Pagan, and other stories",0.2144735298720192,0.014906286312413,Bret,m,17.74934036939314,185.29073175486107,33.31413612565445,141.30445985581534,342.6649214659686,7239.505523423152,3.1,['fiction'],['unknown'],"wan lee, the pagan, | and other stories. | $c: by bret harte. [first & second series]  wan lee, the pagan, and other stories",True
mdp.39015011236208,A. L. O. E,A. L. O. E,1821-1893.,1876.0,1876.0,s,1876,    ,London;T. Nelson;1876,1876,,,,,,10089065.0,enk,1775662,1,1.0,1.0,,,"A wreath of Indian stories, | $c: by A.L.O.E.",,True,A wreath of Indian stories,0.1201621780476395,0.5380638285946571,A,unknown,12.639423076923077,10.797868897928996,26.223809523809525,19.02133786848072,266.7047619047619,2749.8461678004537,2.6,['unknown'],['unknown'],"a wreath of indian stories, | $c: by a.l.o.e.  a wreath of indian stories",True
uiuo.ark+=13960=t6xw5180p,"Macquoid, Katharine Sarah","Macquoid, Katharine Sarah",,1876.0,1876.0,s,1876,    ,London;1876.,1876,,,,,,56484792.0,enk,8721332,1,1.0,1.0,v.1,1.0,Lost Rose. And other stories,,True,Lost Rose. And other stories,0.0,0.0,Katharine,f,11.282229965156796,16.31407446976411,29.41780821917808,42.59255957965847,211.43835616438355,2957.2667479827355,2.5,['unknown'],['unknown'],lost rose. and other stories  lost rose. and other stories,True
uva.x000676174,"Grimm, Jacob","Grimm, Jacob",1785-1863.,1876.0,1863.0,s,1876,    ,London;New York;G. Routledge;1876.,1876,,,Fairy tales,,,21170610.0,enk,9782669,1,1.0,1.0,,,Household stories / | $c: collected by the brothers Grimm.  Newly translated.,,True,Household stories,0.137592484865793,0.996241910993495,Jacob,m,24.749169435215947,146.6330973168067,44.91089108910891,63.06796719275888,557.8910891089109,10567.51289089305,4.5,['unknown'],['unknown'],household stories / | $c: collected by the brothers grimm.  newly translated.  household stories,True
uc2.ark+=13960=t6930px2m,"Harte, Bret","Harte, Bret",1836-1902.,1878.0,1878.0,s,1878,    ,"London;Ward, Lock and Co.;1878",1878,,,,,,,enk,4714693,1,1.0,1.0,,,"The hoodlum band, and other stories",,True,"The hoodlum band, and other stories",0.2296083337828111,0.0389124673347309,Bret,m,20.49473684210526,293.5868144044321,44.67875647668394,659.8553518215255,384.1139896373057,8862.702032269322,3.3,['fiction'],['unknown'],"the hoodlum band, and other stories  the hoodlum band, and other stories",True
uc2.ark+=13960=t92807p2g,"Church, Alfred John","Church, Alfred John",1829-1912.,1878.0,1878.0, ,1878,    ,"London;Seeley, Jackson, & Halliday;1878.",1878,,,,,,6870745.0,enk,7678905,1,3.0,2.0,,,Stories from Homer,,True,Stories from Homer,0.3498558747945849,0.9638226480441774,Alfred,m,10.022364217252395,7.357327317825026,27.240506329113924,23.22063771831437,223.12974683544303,2459.486330315655,2.1,['fiction'],['unknown'],stories from homer  stories from homer,True
umn.31951002077848w,,,,1878.0,1878.0,s,1878,    ,London;Hamilton;1878.,1878,,,,,,13240165.0,enk,7687747,2,2.0,2.0,,,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse, | including specimens of the Devonshire dialect.",,True,"Fabellae mostellariae; or, Devonshire and Wiltshire stories in verse, including specimens of the Devonshire dialect",0.6993105371662902,0.0081616056492106,,unknown,6.851851851851852,7.459533607681755,24.28395061728395,42.894680688919365,214.30864197530863,5098.929431489102,3.2,['fiction'],['unknown'],"fabellae mostellariae; or, devonshire and wiltshire stories in verse, | including specimens of the devonshire dialect.  fabellae mostellariae; or, devonshire and wiltshire stories in verse, including specimens of the devonshire dialect",True
nyp.33433044709628,"Mac Kenna, Stephen J. (Stephen Joseph)","Mac Kenna, Stephen J. (Stephen Joseph)",1837-1883.,1878.0,1878.0,s,1878,    ,"London;S. Low, Marston, Searle, and Rivington;1878.",1878,,,Great Britain|Royal Navy|Soldiers,,,36331406.0,enk,8613205,1,1.0,1.0,,,Brave men in action; | some thrilling stories of the British flag.,,True,Brave men in action; some thrilling stories of the British flag,0.3255171335016881,0.1354078385749033,Stephen,m,5.27765726681128,3.6235572014059785,27.82289416846652,17.852002854890397,267.3369330453564,2175.67913271042,2.0,['fiction'],['unknown'],brave men in action; | some thrilling stories of the british flag.  brave men in action; some thrilling stories of the british flag,True
inu.32000001212564,"Payn, James","Payn, James",1830-1898.,1879.0,1879.0,s,1879,    ,London;Chatto & Windus;1879.,1879,,,,,,8035356.0,enk,6061399,1,1.0,1.0,v.1,1.0,High spirits; | being certain stories written in them.,,True,High spirits; being certain stories written in them,0.1315009789940317,0.0240750912494078,James,m,7.433224755700325,9.27485702766077,20.06070287539936,13.130500464432624,182.5431309904153,1415.8967020179855,2.0,['unknown'],['unknown'],high spirits; | being certain stories written in them.  high spirits; being certain stories written in them,True
nyp.33433082520960,,,,1879.0,1879.0,s,1879,    ,London;Religious Tract Soc.;1879,1879,,,,,,37025533.0,enk,8660856,1,1.0,1.0,,,"The Cornish fishermen's watch-night, | and other stories.",,True,"The Cornish fishermen's watch-night, and other stories",0.4837498408764935,0.0188479387590061,,unknown,13.53061224489796,207.33069554352355,25.18811881188119,54.82599745123028,227.3861386138614,6880.29644152534,2.4,['unknown'],['unknown'],"the cornish fishermen's watch-night, | and other stories.  the cornish fishermen's watch-night, and other stories",True
uc2.ark+=13960=t4fn11h9b,"Burnett, Frances Hodgson","Burnett, Frances (Hodgson)",1849-1924.,1879.0,1879.0,s,1879,    ,London;F. Warne;1879,1879,,,,,,16650839.0,enk,9261445,1,1.0,1.0,,,"Natalie, and other stories",,True,"Natalie, and other stories",0.2290213105185762,0.0049209503884101,Hodgson,unknown,12.66137566137566,17.73718540914308,30.83684210526316,28.73653739612188,242.44210526315788,2542.625595567866,2.2,['fiction'],['unknown'],"natalie, and other stories  natalie, and other stories",True
uc1.b4395390,"Thorpe, Benjamin","Thorpe, Benjamin",1782-1870.,1880.0,1870.0,s,1880,    ,London;G. Bell and sons;1880.,1880,,,Folklore|Germanic peoples|Christmas|Germany|Scandinavia,,GR139.T4 1880,8895671.0,enk,1286935,2,3.0,2.0,,,"Yule-tide stories. | A collection of Scandinavian and north German popular tales and traditions, from the Swedish, Danish, and German.",,True,"Yule-tide stories. A collection of Scandinavian and north German popular tales and traditions, from the Swedish, Danish, and German",0.4801230573382569,0.9394111732600056,Benjamin,m,23.11355311355312,320.74534744864417,41.97096188747732,157.64343990961822,486.0399274047187,9448.916736110885,2.3,['unknown'],['unknown'],"yule-tide stories. | a collection of scandinavian and north german popular tales and traditions, from the swedish, danish, and german.  yule-tide stories. a collection of scandinavian and north german popular tales and traditions, from the swedish, danish, and german",True
mdp.39015053247493,"Frith, Henry","Frith, Henry",1840-,1880.0,1880.0,s,1880,    ,"London;New York, [etc.;Cassell, Petter, Galpin & co.;1880",1880,,,,,,20022767.0,enk,1903208,1,1.0,1.0,,,Through flood-through fire; | $c: by Henry Frith; & other stories.,,True,Through flood-through fire;,0.9714037947265824,0.2984573832943003,Henry,m,16.77777777777778,153.78765432098768,50.52121212121212,8493.958640955005,333.4848484848485,43045.03764921946,3.0,['unknown'],['unknown'],through flood-through fire; | $c: by henry frith; & other stories.  through flood-through fire;,True
uc2.ark+=13960=t5cc0zw0m,"Church, Alfred John","Church, Alfred John",1829-1912.,1880.0,1880.0,s,1880,    ,"London (54, Fleet Street);Seeley, Jackson, & Halliday;1880;(Chilworth and London;Unwin Brothers, Gresham Press)",1880,,,Greek drama (Tragedy)|Children's stories|Juvenile literature,,,23865717.0,enk,6540282,2,2.0,2.0,,,Stories from the Greek tragedians,,True,Stories from the Greek tragedians,0.3680678333737388,0.6932583511414379,Alfred,m,10.23574144486692,11.275224450259511,29.0,46.61254612546126,227.87822878228783,2752.099562914448,2.1,['fiction'],['unknown'],stories from the greek tragedians  stories from the greek tragedians,True
uc2.ark+=13960=t82j6gp43,"Scott, Clement","Scott, Clement","1841-1904,",1880.0,1880.0,q,1880,1889,London;New York;G. Routledge and Sons;188-?].,"<estimate=""[188-?]"">",,,Actors|Great Britain,,,22785790.0,enk,7370688,1,1.0,1.0,,,Stories of the stage,,True,Stories of the stage,0.4825732311706532,0.3179103356292188,Clement,m,30.01546391752577,138.0564618981826,92.4234693877551,283.7339389837568,669.4234693877551,24448.92781653477,3.3,['unknown'],['unknown'],stories of the stage  stories of the stage,True
uc2.ark+=13960=t85h7d07q,"Betham-Edwards, Matilda","Betham-Edwards, Matilda",1836-1919.,1880.0,1880.0,s,1880,    ,London;Griffith & Farran;New York;E.P. Dutton;1880?,1880,,,Wales|Description and travel,,,11325791.0,enk,7653265,1,1.0,1.0,,,"Holidays among the mountains, or, Scenes and stories of Wales",,True,"Holidays among the mountains, or, Scenes and stories of Wales",0.2417936368558913,0.9543931750170466,Matilda,f,14.939759036144578,57.59878066482798,37.26315789473684,50.74361341951371,290.3391812865497,4591.510687049007,2.5,['unknown'],['unknown'],"holidays among the mountains, or, scenes and stories of wales  holidays among the mountains, or, scenes and stories of wales",True
uc2.ark+=13960=t4zg6mm7k,"Linton, E. Lynn","Linton, E. Lynn (Elizabeth Lynn)",1822-1898.,1880.0,1880.0,s,1880,    ,London;Chatto & Windus;1880.,1880,,,,,,13299863.0,enk,7690181,1,1.0,1.0,v.1,1.0,With a silken thread and other stories,,True,With a silken thread and other stories,0.2490661640030362,0.0759414645726094,Elizabeth,f,11.840989399293289,27.99238347338586,30.17770034843205,45.70012990324029,267.602787456446,4240.455462613362,1.5,['fiction'],['unknown'],with a silken thread and other stories  with a silken thread and other stories,True
njp.32101066163955,"Scott, Clement","Scott, Clement","1841-1904,",1880.0,1880.0,s,1880,    ,London;New York;G. Routledge and Sons;1880.,1880,,,Actors|Great Britain,,,4690086.0,enk,8926169,1,1.0,1.0,,,The stage door : | stories by those who enter it / | $c: edited by Clement W. Scott.,,True,The stage door : stories by those who enter it,0.4707860471338914,0.5673051343673176,Clement,m,29.625,123.609375,75.92079207920793,452.2313498676601,623.3663366336634,40120.09352024312,2.3,['unknown'],['unknown'],the stage door : | stories by those who enter it / | $c: edited by clement w. scott.  the stage door : stories by those who enter it,True
njp.32101066164227,,,,1880.0,1880.0,s,1880,    ,London;G. Routledge and Sons;1880,1880,,,,,PN2095.G7,7438343.0,enk,8926182,1,1.0,1.0,,,The green room; | stories | $c: by those who frequent it. Ed. by Clement Scott.,,True,The green room; stories,0.4009350613858183,0.1707264781854043,,unknown,31.354166666666668,161.6870659722222,81.04123711340206,167.37974279944729,698.6082474226804,15914.361993835686,3.2,['fiction'],['literature (general)'],the green room; | stories | $c: by those who frequent it. ed. by clement scott.  the green room; stories,True
wu.89099223745,"Trollope, Thomas Adolphus","Trollope, Thomas Adolphus",1810-1892.,1880.0,1880.0,s,1880,    ,London;Chatto and Windus;1880?,1880,A new ed.,,,,,53704047.0,enk,9184734,1,1.0,1.0,,,Diamond cut diamond : | a story of Tuscan life : and other stories / | $c: by T. Adolphus Trollope.,,True,Diamond cut diamond : a story of Tuscan life : and other stories,0.3864454639573036,0.00787163213057,Thomas,m,17.551148225469728,88.45197676091021,35.678423236514526,37.483725314646776,404.48547717842325,5039.469706100102,3.2,['unknown'],['unknown'],diamond cut diamond : | a story of tuscan life : and other stories / | $c: by t. adolphus trollope.  diamond cut diamond : a story of tuscan life : and other stories,True
uc2.ark+=13960=t7gq6s478,"Hawthorne, Julian","Hawthorne, Julian",1846-1934.,1880.0,1880.0,s,1880,    ,"London;Longmans, Green;1880.",1880,,,,,,9908455.0,enk,9262116,2,2.0,2.0,,,"Yellow-cap, and other fairy-stories for children",,True,"Yellow-cap, and other fairy-stories for children",0.0,1.0,Julian,m,11.825,22.222946428571426,31.098245614035086,46.87455832563866,216.361403508772,2851.4307910126195,2.1,['unknown'],['unknown'],"yellow-cap, and other fairy-stories for children  yellow-cap, and other fairy-stories for children",True
uc2.ark+=13960=t5bc41d87,"Besant, Walter","Besant, Walter, Sir",1836-1901.,1881.0,1881.0,s,1881,    ,London;Chatto & Windus;1881.,1881,,,,,,154256281.0,enk,7695286,1,1.0,1.0,,,"The ten years' tenant, and other stories",,True,"The ten years' tenant, and other stories",0.2886895017473662,0.0677794128925756,Walter,m,26.58309859154929,346.445911525491,47.09615384615385,373.09789729501273,442.8516483516484,10062.285684096125,1.5,['unknown'],['unknown'],"the ten years' tenant, and other stories  the ten years' tenant, and other stories",True
uiuo.ark+=13960=t7kp8nd81,"Winter, John Strange","Winter, John Strange",1856-1911.,1881.0,1881.0,s,1881,    ,London;Chatto and Windus;1881.,1881,,,Army|Military life|Great Britain,,,17459789.0,enk,8718625,1,1.0,1.0,v.1,1.0,"Cavalry life, or, Sketches and stories in barracks and out",,True,"Cavalry life, or, Sketches and stories in barracks and out",0.0857678348867565,0.0617416846546578,John,m,12.547794117647058,20.600656898788923,32.90217391304348,43.44332860743541,263.19202898550725,2751.002979941189,1.9,['unknown'],['unknown'],"cavalry life, or, sketches and stories in barracks and out  cavalry life, or, sketches and stories in barracks and out",True
njp.32101072857822,,,,1881.0,1881.0,s,1881,    ,London;Chatto;1881?,1881,,,"Short stories, English",,,41221647.0,enk,9009483,1,1.0,1.0,,,Holiday stories from Belgravia ...,,True,Holiday stories from Belgravia,0.2697390338327494,0.0106380261488789,,unknown,23.60759493670886,101.08399294984775,40.11547911547912,105.12917071639431,497.6879606879607,20344.29820886332,1.8,['fiction'],['unknown'],holiday stories from belgravia ...  holiday stories from belgravia,True
inu.32000000662744,"Trollope, Anthony","Trollope, Anthony",1815-1882.,1882.0,1882.0,s,1882,    ,"London;W. Isbister, limited;1882.",1882,,,,,,5947157.0,enk,1427885,1,1.0,1.0,,,Why Frau Frohmann raised her prices : | and other stories / | $c: by Anthony Trollope.,,True,Why Frau Frohmann raised her prices : and other stories,0.1103943999847875,0.0094826966581372,Anthony,m,16.264957264957264,21.42979764774637,29.361702127659573,13.7585332729742,310.34255319148934,2093.067763693979,3.0,['fiction'],['unknown'],why frau frohmann raised her prices : | and other stories / | $c: by anthony trollope.  why frau frohmann raised her prices : and other stories,True
uc1.$b251910,"Hanson, Charles Henry","Hanson, Charles Henry",,1882.0,1882.0,s,1882,    ,London;New York;T. Nelson;1882.,1882,,,Arthurian romances,,,16910492.0,enk,6503412,1,1.0,1.0,,,Stories of the days of King Arthur,,True,Stories of the days of King Arthur,0.3934589862791858,0.9663676379648262,Charles,m,12.930656934306567,14.254315626831476,25.91549295774648,40.54919658797858,323.3978873239437,8722.486051874628,2.0,['unknown'],['unknown'],stories of the days of king arthur  stories of the days of king arthur,True
uc2.ark+=13960=t17m0889p,"Warner, Anna Bartlett","Warner, Anna Bartlett",1827-1915.,1882.0,1882.0,s,1882,    ,London;Nisbet;1882.,1882,,,,,,13389418.0,enk,7693597,1,1.0,1.0,,,Stories of Vinegar Hill,,True,Stories of Vinegar Hill,0.0869990990589092,0.7790322326908872,Anna,f,23.65449438202247,65.26545732862013,45.86149584487535,100.83954236078606,433.0692520775624,9918.90102132427,1.8,['fiction'],['unknown'],stories of vinegar hill  stories of vinegar hill,True
uc1.$b70041,"Lindau, Rudolf","Lindau, Rudolf",,1883.0,1883.0,s,1883,    ,Edinburgh;W. Blackwood;1883.,1883,,,,,,19255277.0,stk,6583583,2,2.0,2.0,,,"The philosopher's pendulum, and other stories",,True,"The philosopher's pendulum, and other stories",0.0507375657212269,0.0149120493919303,Rudolf,m,17.074498567335244,402.17783105229023,27.123595505617978,69.68135336447418,254.01685393258427,11722.994097967428,2.4,['fiction'],['unknown'],"the philosopher's pendulum, and other stories  the philosopher's pendulum, and other stories",True
nnc1.cu58510893,"Black, William","Black, William",1841-1898.,1883.0,1883.0,s,1883,    ,London;Macmillan;1883.,1883,An adventure in Thule -- The four MacNicols -- The black bothy.,,,,,21029168.0,enk,8434508,1,2.0,2.0,,,Adventures in Thule : | three stories for boys / | $c: by William Black.,,True,Adventures in Thule : three stories for boys,0.1809819112162913,0.0496431959846002,William,m,25.485714285714284,882.2021768707483,30.791666666666668,111.82233796296296,317.787037037037,12299.926868998627,2.2,['fiction'],['unknown'],adventures in thule : | three stories for boys / | $c: by william black.  adventures in thule : three stories for boys,True
nyp.33433074854583,,,,1883.0,1883.0,s,1883,    ,"London;S. Low, Marston, Searle & Rivington;1883?",1883,,,Legal stories,,,12284778.0,enk,8665229,1,1.0,1.0,,,Romantic stories of the legal profession.,,True,Romantic stories of the legal profession,0.1726930320402371,0.0018162906580834,,unknown,12.180064308681672,17.375936973356353,25.24534161490683,32.377695690752674,244.5993788819876,3826.8798753906094,1.1,['unknown'],['unknown'],romantic stories of the legal profession.  romantic stories of the legal profession,True
mdp.39015030708971,"Reade, Charles","Reade, Charles",1814-1884.,1884.0,1884.0,s,1884,    ,London;Chatto & Windus;1884.,1884,,,,,PZ3.R222Go4,4679546.0,enk,1377134,1,1.0,1.0,,,"Good stories of man and other animals,",,True,Good stories of man and other animals,0.2914740758705897,0.0097312017839367,Charles,m,17.37102473498233,37.01075054002423,29.922033898305084,41.3939212869865,308.9593220338984,5903.9169893708695,1.2,['unknown'],['fiction and juvenile belles lettres'],"good stories of man and other animals,  good stories of man and other animals",True
nnc1.cu50294199,"Bjørnson, Bjørnstjerne","Bjørnson, Bjørnstjerne",1832-1910.,1884.0,1884.0,s,1884,    ,London;Bickers & son;1884.,1884,,,,,,7822725.0,enk,8422673,1,1.0,1.0,,,Captain Mansana : | and other stories / | $c: by Bjornstjerne Bjornson. Translated from the Norse by Rasmus B. Anderson...Author's ed.,,True,Captain Mansana : and other stories,0.1891532395096102,0.0077450858325056,Bjrnstjerne,unknown,11.142857142857142,13.320861678004537,26.7093023255814,17.787587885343427,237.9612403100776,2075.9597379965144,2.4,['fiction'],['unknown'],captain mansana : | and other stories / | $c: by bjornstjerne bjornson. translated from the norse by rasmus b. anderson...author's ed.  captain mansana : and other stories,True
uiuo.ark+=13960=t9f47xn9c,"Banks, G. Linnaeus","Banks, G. Linnaeus (George Linnaeus), Mrs",1821-1897.,1884.0,1884.0,s,1884,    ,London;F.V. White;1884.,1884,,,,,,20608153.0,enk,8723646,1,1.0,1.0,v.1,1.0,Sybilla and other stories,,True,Sybilla and other stories,0.0,0.0,George,m,7.616666666666666,11.053055555555556,29.048979591836734,26.19351936693045,189.730612244898,1588.6457975843398,1.5,['fiction'],['unknown'],sybilla and other stories  sybilla and other stories,True
njp.32101067627362,"Allen, Grant","Allen, Grant",1848-1899.,1884.0,1884.0,s,1884,    ,London;Chatto & Windus;1884.,1884,,,Short stories,,,20576770.0,enk,8961078,1,1.0,1.0,,,Strange stories.,,True,Strange stories,0.1764681452468676,0.0325151400758201,Grant,m,15.87431693989071,101.29567917823763,34.554054054054056,89.74978086194305,378.76216216216216,5976.278568298028,1.9,['unknown'],['unknown'],strange stories.  strange stories,True
njp.32101068602059,"Reade, Charles","Reade, Charles",1814-1884.,1884.0,1884.0,s,1884,    ,London;Chatto & Windus;1884.,1884,The jilt: a yarn.--The history of an acre.--The Knightsbridge mystery.--The kindly jest.--An old bachelor's adventure.--A stroke of business.--What has become of Lord Camelford's body?,,,,PZ3.R222J5,4679096.0,enk,8973696,1,2.0,2.0,,,The jilt and other stories. / | $c: By Charles Reade ; with four illustrations by Joseph Nash.,,True,The jilt and other stories,0.2403214182231293,0.0410713601226331,Charles,m,14.652173913043478,26.43237669702698,27.44921875,15.434921264648438,259.70703125,2029.504013061524,2.1,['fiction'],['fiction and juvenile belles lettres'],the jilt and other stories. / | $c: by charles reade ; with four illustrations by joseph nash.  the jilt and other stories,True
njp.32101064918103,"Cooper, Katherine","Cooper, Katherine",1841-1894.,1884.0,1884.0,s,1884,    ,London;Chatto;1884.,1884,A new ed.,,,,,41992739.0,enk,9409317,1,1.0,1.0,,,"Gideon's rock, | and other stories ...",,True,"Gideon's rock, and other stories",0.1588141049173397,0.0472900487884327,Katherine,f,19.75503355704698,813.7084478176658,34.77591973244147,662.8695204751624,302.4816053511706,25302.67106631917,3.3,['unknown'],['unknown'],"gideon's rock, | and other stories ...  gideon's rock, and other stories",True
mdp.39015070461713,,,,1885.0,1885.0,s,1885,    ,London;R. Bentley;1885.,1885,,,,,,1540225.0,enk,200599,2,2.0,2.0,,,"Old 'Miscellany"" days. | A selection of stories from ""Bentley's miscellany."" | $c: By various authors. Illustrated by George Cruikshank, 1837-1843. With 33 illus. printed from the original etchings on the steel.",,True,"Old 'Miscellany"" days. A selection of stories from ""Bentley's miscellany.""",0.1317140288417068,0.0216499390082639,,unknown,19.666666666666668,72.56666666666666,38.38860103626943,188.3774866439368,470.6036269430052,34309.97501275202,2.2,['fiction'],['unknown'],"old 'miscellany"" days. | a selection of stories from ""bentley's miscellany."" | $c: by various authors. illustrated by george cruikshank, 1837-1843. with 33 illus. printed from the original etchings on the steel.  old 'miscellany"" days. a selection of stories from ""bentley's miscellany.""",True
mdp.39015063938396,Duchess,Duchess,1855?-1897.,1885.0,1885.0,s,1885,    ,London;Ward and Downey;1885.,1885,New ed.|A maiden all forlorn.--Moonshine and marguerites.--A passive orime.--Zara.--Vivienne.--A fit of the blues.--Monica.--Dr. Ball.--Barbara.--One New Year's eve.--Nurse Eva.--A rose distill'd.,,,,,66895177.0,enk,781159,1,1.0,1.0,,,"A maiden all forlorn, | and other stories. | $c: By the author or ""Phyllis.""",,True,"A maiden all forlorn, and other stories",0.075620345538229,0.0097074867232589,Duchess,unknown,23.165333333333333,48.66066488888889,34.78042328042328,29.658135270569133,408.4391534391534,5523.669578119314,2.1,['fiction'],['unknown'],"a maiden all forlorn, | and other stories. | $c: by the author or ""phyllis.""  a maiden all forlorn, and other stories",True
uc2.ark+=13960=t4qj7c31z,"Conway, Hugh","Conway, Hugh",1847-1885.,1885.0,1885.0,s,1885,    ,London;John and Robert Maxwell;1885,1885,,,,,PR4699.F16D3 1885 Russian Imperial Coll,12977971.0,enk,9260145,1,1.0,1.0,,,"At what cost, and other stories",,True,"At what cost, and other stories",0.1236388748684139,0.0001515744213746,Hugh,m,10.12290502793296,24.09662619768422,28.31891891891892,66.0118042366691,173.0810810810811,4010.4204528853184,2.0,['fiction'],['english literature'],"at what cost, and other stories  at what cost, and other stories",True
