gutenberg_id,title,subjects,bookshelves,languages,copyright,media_type,download_count,authors,translators,summaries,formats
14273,Invisible Links,Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Lagerlöf, Selma (1858-1940)","Flach, Pauline Bancroft (1869-1966)","""Invisible Links"" by Selma Lagerlöf is a novel likely written in the early 20th century. The story unfolds in a small, tightly-knit town and focuses on the central character, Petter Nord—a charming and mischievous boy from Värmland. Petter's journey intertwines themes of community, personal ambition, and the conflict between love and morality as he navigates the complexities of growing up.  The opening of the novel introduces the idyllic and familiar setting of the town and introduces Petter Nord, who has won the affection of its residents through his playful nature and mechanical tricks. However, as the plot develops, Petter stumbles upon a hidden banknote and becomes consumed by the thoughts of wealth and revenge against a shopkeeper who has wronged him. The narrative reveals his struggles as he grapples with idealism, the yearning for acceptance, and the conflict between his desires and moral obligations. Ultimately, there's a transition from his innocent and carefree childhood to a confrontation with societal expectations and personal integrity, foreshadowing the deeper dilemmas he will face as he seeks belonging and identity in his world. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/14273.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/14273.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/14273.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/14273.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/14273.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/14273/pg14273.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/14273/pg14273-h.zip
22519,Christmas Every Day and Other Stories,Christmas stories; Short stories,Browsing: Fiction; Browsing: Literature; Christmas,en,False,Text,191,"Howells, William Dean (1837-1920)",,"""Christmas Every Day and Other Stories"" by William Dean Howells is a collection of children's stories written in the late 19th century. The title story introduces a little girl who desires Christmas to occur every day of the year, leading to whimsical and comedic situations that challenge the nature of joy and excess. Through her adventures, readers explore themes of love, family, and the consequences of greed, as the little girl learns the importance of moderation and appreciation for the holiday spirit.  The opening of the collection sets the stage with the little girl eagerly asking her father for a story, eventually guiding him to tell her about a fairy who grants her wish for everlasting Christmas. Initially excited, the little girl enjoys her daily dose of Christmas festivities, but as the days stretch on, the joy becomes overwhelming and burdensome for her and her family. As they face the chaos of unending holiday celebrations, the story humorously illustrates how the little girl grapples with the consequences of her wish, ultimately leading her to reconsider her desires in a heartwarming conclusion. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/22519.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/22519/22519-h/22519-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/22519.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/22519.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/22519.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/22519.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/22519/pg22519.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/22519/pg22519-h.zip
23181,Thomas Jefferson Brown,Fiction; Short stories,Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Curwood, James Oliver (1878-1927)",,"""Thomas Jefferson Brown"" by James Oliver Curwood is a novel written during the early 20th century. The story revolves around Thomas Jefferson Brown, a man of noble lineage who rejects his aristocratic heritage to embrace a carefree, nomadic life filled with adventure and wandering. Throughout his journey, the book explores themes of love, identity, and the transformation that comes from genuine human connection.  The narrative follows Thomas Jefferson as he travels, filled with an unquenchable wanderlust, until he meets Lady Isobel, a beautiful woman from a titled family. Their relationship sparks a profound change in him, drawing him from his driftwood existence toward a more anchored and meaningful life. A pivotal moment occurs during a canoe accident on Hudson Bay, where he heroically saves Lady Isobel while grappling with his true identity. Eventually, Thomas reveals that he cannot swim, yet his love for Isobel inspires him to act bravely. The novel culminates in the revelation of his noble lineage, but it emphasizes that true heroism and love transcends societal expectations and the fate that initially shaped his path. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/23181.html.images; text/html; charset=utf-8=https://www.gutenberg.org/files/23181/23181-h/23181-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/23181.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/23181.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/23181.txt.utf-8; text/plain; charset=utf-8=https://www.gutenberg.org/files/23181/23181-0.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/23181.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/23181/pg23181.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/23181/pg23181-h.zip
23379,Old Mr. Wiley,Ghost stories; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction; Science Fiction by Women,en,False,Text,191,"La Spina, Greye (1880-1969)",,"""Old Mr. Wiley"" by Greye La Spina is a supernatural short story written in the mid-20th century. The narrative revolves around a young boy named Frank Wiley IV, who is gravely ill and in need of something to revive his will to live. The story explores themes of family dynamics, the bond between pets and children, and the influence of familial legacies through its characters, particularly the benevolent presence of the children's great-grandfather, Old Mr. Wiley.  The plot unfolds in a household troubled by the frail health of young Frank, who is overshadowed by his self-absorbed mother, Mrs. Wiley, and an emotionally distressed father, Frank Wiley III. As the narrative develops, a spectral figure, Old Mr. Wiley, emerges, bringing with him a small dog that rekindles Frank's spirit. The secret visits of Old Mr. Wiley instill hope in Frank, leading to signs of his recovery. The story elegantly weaves emotions as the children's longing for companionship conflicts with the mother's superficiality. In the end, the connection between Frank and the ghost of his great-grandfather serves as a catalyst for transformation in both the young boy and his father's assertiveness, showcasing the power of love and legacy in overcoming adversity. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/23379.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/23379/23379-h/23379-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/23379.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/23379.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/23379.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/23379.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/23379/pg23379.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/23379/pg23379-h.zip
24966,Survival Tactics,"Robots -- Fiction; Science fiction, American; Short stories",Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,191,"Sevcik, Al (None-None)",,"""Survival Tactics"" by Al Sevcik is a science fiction story written in the late 1950s. This gripping narrative explores the themes of human survival and the potentially catastrophic consequences of advanced technology. Set on a remote jungle planet called Waiamea, the book discusses the intersection of humans and robots, particularly focusing on the failure of robots originally designed to serve humans but instead turning into lethal threats.  The story follows Alan, a member of an exploratory party, as he navigates a terrifying situation after the malfunction of killer robots programmed to respond to human brain activity. After witnessing the devastating capabilities of these machines, Alan finds himself alone and desperately trying to survive while protecting the imminent arrival of his new wife, Peggy, who is coming with other settlers. As he races against time to disable the robots and ensure the safety of his loved ones, Alan confronts his fears and struggles against both the environment and the relentless machines. The narrative culminates in a tense showdown as he works to incapacitate the robots and safeguard the future of the colonists. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/24966.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/24966/24966-h/24966-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/24966.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/24966.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/24966.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/24966.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/24966/pg24966.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/24966/pg24966-h.zip
27053,The Day Time Stopped Moving,Science fiction; Short stories; Time -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,191,"Repp, Ed Earl (1900-1979)",,"""The Day Time Stopped Moving"" by Bradner Buckner is a science fiction novella written during the early to mid-20th century. The story follows Dave Miller, a man whose attempt at suicide results in an unexpected and surreal experience where time itself seems to have come to a halt. This narrative explores themes of regret, redemption, and the consequences of one’s choices, all set against a backdrop of speculative scientific theories about time.  In the novella, Dave Miller, a struggling druggist, arrives at a moment of despair fueled by alcoholism and his failing marriage. After attempting to end his life, Miller finds himself in a stasis where time has stopped, leaving him alone in a frozen world filled with lifelike statues of people and a police dog. As he grapples with his situation, he encounters John Erickson, a scientist whose experiment with time has gone awry, trapping them both in this timeless void. Together with the dog, Major, they devise a plan to restore movement and return to their lives, ultimately leading Miller to confront his past mistakes. The story blends personal struggle with speculative elements, showcasing how pivotal moments can lead to profound personal transformation. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/27053.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/27053/27053-h/27053-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/27053.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/27053.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/27053.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/27053.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/27053/pg27053.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/27053/pg27053-h.zip
31687,Stories of the Foot-hills,Short stories; United States -- Social life and customs -- 19th century -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Graham, Margaret Collier (1850-1910)",,"""Stories of the Foot-hills"" by Margaret Collier Graham is a collection of fictional narratives written in the late 19th century. The book appears to explore the lives of various characters in a rural Californian setting, addressing themes such as land rights, family dynamics, and interpersonal conflicts against the backdrop of the wilderness. The narrative is likely to focus on individuals like Lysander Sproul and his wife, Minervy, as they navigate their lives among neighbors and the complexity of their relationships.  The opening of the story introduces Lysander Sproul, who is driving his mules toward a mesa and is contemplative about the surrounding land and his interactions with Colonel Nate Forrester, a wealthy figure in their community. As he travels, he encounters his wife, Minervy, who expresses both excitement and anxiety about his dealings with Forrester, particularly regarding the land they own and the contentious relationships with others, including his mother-in-law, Mrs. Withrow. There’s a sense of tension and struggle as the characters deal with issues related to property and water rights, foreshadowing potential conflicts that may arise in the storyline. As the narrative develops, it hints at broader societal themes while focusing on domestic life and the challenges that come with it. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/31687.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/31687/31687-h/31687-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/31687.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/31687.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/31687.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/31687/31687-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/31687.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/31687/pg31687.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/31687/pg31687-h.zip
31785,"For John's Sake, and Other Stories.","Short stories, English; Temperance -- Fiction",Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Perram, Annie Frances (None-None)",,"""For John's Sake, and Other Stories"" by Annie Frances Perram is a collection of short stories written in the late 19th century. The narratives focus on characters grappling with personal and social issues, particularly the effects of alcohol and the importance of abstinence, highlighting the struggles between temptation and commitment. The central character in the title story, ""For John's Sake,"" is Ruth, a parlour-maid who is determined to maintain her pledge of total abstinence for the sake of her fiancé, John, a gardener.  The opening of this work introduces Ruth and John as they are engaged and filled with hopes of a future together. However, their relationship is tested when Ruth's commitment to abstain from alcohol contrasts sharply with John's brother, Dick, who has just returned from Australia with a wild lifestyle that threatens John's sobriety. The tension escalates as Ruth expresses her fears for John's wellbeing should he succumb to his brother’s influence, leading to compelling dialogues about trust, personal resolve, and the specter of addiction within their lives. This setup effectively foreshadows the deeper themes of love, sacrifice, and the societal challenges of alcohol consumption that permeate the stories in this collection. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/31785.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/31785/31785-h/31785-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/31785.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/31785.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/31785.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/31785.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/31785/pg31785.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/31785/pg31785-h.zip
31981,The Eel,Criminals -- Fiction; Science fiction; Short stories,Browsing: Fiction; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,191,"De Ford, Miriam Allen (1888-1975)",,"""The Eel"" by Miriam Allen De Ford is a science fiction story written in the late 1950s. The book features themes of interplanetary law and criminal justice, centered around the notorious thief known as The Eel, who has evaded capture for over two decades while committing grand thefts across various planets within the Galactic Federation. De Ford's narrative explores the complexities of punishment and justice in a galaxy with different cultures and customs.  The story unfolds as The Eel is finally apprehended by the Galactic Police, leading to a debate among eight planets over who has the right to try and punish him for his crimes. The trial takes place on the primitive planet Agsk, where the unique legal system demands that the thief's most loved one be punished instead of him. However, as the trial progresses, it becomes evident that The Eel has no one he truly loves, making it impossible for Agsk to follow their laws. In a surprising twist, The Eel attempts to manipulate the situation by professing feelings for the priestess-judge, leading to further complications. Ultimately, the story delves into themes of individuality, justice, and self-love, while leaving The Eel's fate in limbo as the Galactic Federation seeks an acceptable resolution. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/31981.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/31981/31981-h/31981-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/31981.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/31981.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/31981.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/31981.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/31981/pg31981.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/31981/pg31981-h.zip
33028,Man and Maid,"Man-woman relationships -- Fiction; Short stories, English",Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Nesbit, E. (Edith) (1858-1924)",,"""Man and Maid"" by E. Nesbit is a novel written in the early 20th century. The story revolves around the characters of Lawrence Sefton, who unexpectedly returns from a cycling trip upon learning about a substantial inheritance from his deceased great-uncle. He finds himself entangled in a mysterious encounter with a young woman dressed in pink as he visits the inherited property, Sefton Manor, which is rumored to be haunted. The tale promises elements of adventure, romance, and supernatural intrigue.  The opening of ""Man and Maid"" introduces Lawrence Sefton as he abruptly decides to leave his cycling tour to return to town after receiving a letter from his mother. It informs him of his great-uncle's death and the inheritance left for him and his cousin Selwyn, which requires their meeting at the manor to decide who will keep the estate. Upon arriving at the manor, he discovers a beautiful young woman exploring the grounds, leading to a shared adventure as they explore the eerie mansion and its ghostly lore. Lawrence's chance encounter with her ignites a spark between them, setting the stage for a story filled with romantic tension and further mysteries. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/33028.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/33028/33028-h/33028-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/33028.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/33028.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/33028.txt.utf-8; text/plain; charset=iso-8859-1=https://www.gutenberg.org/files/33028/33028-8.txt; application/rdf+xml=https://www.gutenberg.org/ebooks/33028.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/33028/pg33028.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/33028/pg33028-h.zip
51361,Birds of a Feather,Extraterrestrial beings -- Fiction; Science fiction; Short stories; Swindlers and swindling -- Fiction,Browsing: Fiction; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,191,"Silverberg, Robert (1935-None)",,"""Birds of a Feather"" by Robert Silverberg is a science fiction novel written in the late 1950s. The book centers around J. F. Corrigan, the proprietor of the Corrigan Institute of Morphological Science, a sort of interstellar zoo on Earth where extraterrestrial beings are displayed as specimens. The narrative explores themes of exploitation, deception, and the interactions between humans and various alien species, highlighting the complexities of interstellar tourism and the ethics of exhibiting life forms.  The story unfolds as Corrigan travels to the planet Ghryne to recruit new specimens for his institute. He encounters a host of bizarre and unique alien applicants, from a globular Terraphile to a Kallerian seeking revenge for an insult to his clan. Amidst the chaos of recruitment, a peculiar Earthman named Ildwar Gorb enters, claiming to be a representative from a distant planet. As the day progresses, misunderstandings, comedy, and tension mount, culminating in a series of crises involving suicide attempts, police confrontations, and contract negotiations. Ultimately, Corrigan's interactions with Gorb lead to unexpected twists, putting his own business acumen and ethics to the test while navigating a universe filled with tricksters and con artists. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/51361.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/51361/51361-h/51361-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/51361.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/51361.kf8.images; text/plain=https://www.gutenberg.org/ebooks/51361.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/51361.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/51361/pg51361.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/51361/pg51361-h.zip
51727,Satisfaction Guaranteed,Business -- Fiction; Extrasolar planets -- Fiction; Human-alien encounters -- Fiction; Love stories; Science fiction; Short stories,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Science Fiction,en,False,Text,191,"Leache, Joy (None-None)",,"""Satisfaction Guaranteed"" by Joy Leache is a science fiction novella that first appeared in ""Galaxy Magazine"" in the early 1960s. The story centers on interstellar promotions and the quirky challenges faced by a fledgling promoter, Andrew Stephens, as he navigates the complexities of selling a struggling planet, Felix II, to the Galactic Federation. The backdrop of the narrative captures the blend of humorous social commentary and speculative technology characteristic of mid-20th century science fiction.  The plot follows Andrew Stephens and his steno, Edith Featherpenny, as they attempt to secure the admission of the isolated planet Felix II into the Galactic Federation. Faced with unique cultural and political hurdles posed by the diminutive Felicians, who pride themselves on their quaint customs and lack of industrial advancement, Andrew grapples with the mandate to demonstrate that Felix II can offer something valuable. As they explore various potential exports, from tourism to traditional shoes, Andrew must confront his own insecurities and the amusing realities of the Felician way of life. Through a series of comedic misadventures and unexpected revelations about the Felicians’ dexterity and unique standing in the galaxy, the story ultimately reveals a clever solution to their economic stagnation, blending themes of innovation, community, and the often absurd nature of intergalactic trade.  (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/51727.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/51727/51727-h/51727-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/51727.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/51727.kf8.images; text/plain=https://www.gutenberg.org/ebooks/51727.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/51727.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/51727/pg51727.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/51727/pg51727-h.zip
54274,"Shakespeare's Christmas, and other stories","English fiction -- 20th century; Short stories, English",Browsing: Fiction; Browsing: Literature; Christmas,en,False,Text,191,"Quiller-Couch, Arthur (1863-1944)",,"""Shakespeare's Christmas and Other Stories"" by A.T. Quiller-Couch is a collection of stories written in the early 20th century. The collection begins with a historical story that brings the reader to Christmas Eve, 1598, in the lively and bustling world of the London theater scene. The narrative introduces characters such as Shakespeare himself and follows their interactions amid the vibrant theater atmosphere, as well as hinting at themes of ambition, joy, and the complexities of human relationships.  At the start of ""Shakespeare's Christmas,"" the setting is established as a bustling theater, filled with an audience engaged in the performance of a new comedy. Two primary characters, a burly countryman and a cutpurse, provide comedic and reflective elements, commenting on the play and their surroundings as the curtain rises. While the audience is caught up in the revelry, the narrative hints at deeper meanings behind the performance and the potential implications of the theater's fate, reflecting on the nature of art and the society surrounding it. The atmosphere is further enriched with lively discussions among audience members, exploring themes of class, ambition, and the transformative power of theater before diving into the actual performance, setting the stage for an entertaining and layered tale. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/54274.html.images; text/html; charset=iso-8859-1=https://www.gutenberg.org/files/54274/54274-h/54274-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/54274.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/54274.kf8.images; text/plain=https://www.gutenberg.org/ebooks/54274.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/54274.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/54274/pg54274.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/54274/pg54274-h.zip
58827,Wedding Day,Psychological fiction; Science fiction; Short stories; Weddings -- Fiction; Women -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,191,"Marks, Winston K. (Winston Kinney) (1915-1979)",,"""Wedding Day"" by Winston K. Marks is a science fiction story written in the early 1950s. The narrative explores themes of polygamous marriage in a futuristic setting where societal conditions have drastically changed the dynamic between the sexes. The book likely highlights the intricacies of forming emotional and cognitive connections among multiple partners within a shared marital arrangement.  The story centers on four women—Polly, June, Doris, and Sue—who are about to marry Hollis Jamison, the sole man among them in a world where men significantly outnumber women. The narrative unfolds on their wedding day, just moments before the ceremony. As they prepare, the women engage in playful arguments and express their individual anxieties regarding the union. They possess a unique connection through telepathy, which reinforces their bond and signifies the unity required for their marriage cell. Despite their different personalities and skills, they have been matched to complement each other, with shared hopes of a future that includes starting a family. The story culminates in the ceremony, where Hollis ceremoniously places rings on each of their fingers, signifying their new life together. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/58827.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/58827/58827-h/58827-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/58827.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/58827.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/58827.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/58827.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/58827/pg58827.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/58827/pg58827-h.zip
59679,The Rumble and the Roar,Inventions -- Fiction; Noise -- Fiction; Psychological fiction; Science fiction; Short stories; Silence -- Fiction,Browsing: Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy,en,False,Text,191,"Bartholomew, Stephen (None-None)",,"""The Rumble and the Roar"" by Stephen Bartholomew is a science fiction short story written in the mid-20th century. The narrative revolves around the pervasive noise pollution in a technologically advanced civilization and the protagonist's struggle with his mental state amidst this din. The story explores themes of solitude, sanity, and the effects of excessive noise on human psychology.  The plot follows Joseph Partch, who is feeling increasingly overwhelmed and irritated by the relentless noise produced by his environment, from office machinery to city sounds. Despite his work related to developing a sound-canceling device, he finds himself detached and yearning for quiet. His situation escalates when he decides to try the device himself, leading to a shocking experience of total silence that ultimately drives him into a catatonic state. Through this exploration, Bartholomew raises questions about the psychological toll of modern life and what it truly means to be alone in a world deafened by noise. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/59679.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/59679/59679-h/59679-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/59679.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/59679.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/59679.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/59679.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/59679/pg59679.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/59679/pg59679-h.zip
60653,Car Pool,Children -- Fiction; Families -- Fiction; Human-alien encounters -- Fiction; Mothers -- Fiction; Science fiction; Short stories,Browsing: Children & Young Adult Reading; Browsing: Fiction; Browsing: Science-Fiction & Fantasy,en,False,Text,191,"Brown, Rosel George (1926-1967)",,"""Car Pool"" by Rosel George Brown is a science fiction short story written in the late 1950s. The story revolves around the experiences of Verne Barrat, a woman who navigates the complexities of parenting and social dynamics in a world where alien children, specifically Hisereans, are being integrated into human society. The narrative touches on themes of acceptance, misunderstanding, and the challenges that come with blending different cultures.  In ""Car Pool,"" Verne finds herself responsible for a carpool that includes Hi-nin, a Hiserean child, while also managing her own human children. As the story unfolds, tensions rise when a series of unfortunate events highlight the cultural differences and misunderstandings between the human children and the alien child. Verne struggles with her interactions with Regina Crowley, another mother in the carpool, leading to conflict that arises when one of the human children bites Hi-nin, causing a chain reaction of fear and blame. Ultimately, the narrative explores the difficulties of acceptance and the emotional burdens on both mothers, while portraying how innocence and misunderstanding can lead to dire consequences in a mixed community. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/60653.html.images; text/html; charset=us-ascii=https://www.gutenberg.org/files/60653/60653-h/60653-h.htm; application/epub+zip=https://www.gutenberg.org/ebooks/60653.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/60653.kf8.images; text/plain=https://www.gutenberg.org/ebooks/60653.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/60653.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/60653/pg60653.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/60653/pg60653-h.zip
66790,Russian Silhouettes: More Stories of Russian Life,"Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English; Russia -- Social life and customs -- 1533-1917 -- Fiction; Short stories, Russian -- Translations into English",Browsing: Culture/Civilization/Society; Browsing: Fiction; Browsing: Literature,en,False,Text,191,"Chekhov, Anton Pavlovich (1860-1904)","Fell, Marian (None-None)","""Russian Silhouettes: More Stories of Russian Life"" by Anton Pavlovich Chekhov is a collection of short stories written in the late 19th century. The book explores various aspects of Russian life, particularly through the eyes of children and family dynamics, offering insights into the social fabric and emotional undercurrents of the time.  At the start of the collection, the reader is introduced to a vibrant family atmosphere filled with excitement as young Volodia returns home. The chaotic yet joyful reunion highlights both warmth and tension, particularly through the lens of two boys, Volodia and his friend Tchetchevitsin, who dream of adventure and planning a fantastical escape to America. The children are depicted with all their youthful innocence and ambition, engaged in whimsical conversations about wild animals and treasure, revealing their dreams and the realities of their upbringing. This opening sets a tone of nostalgia, exploration of childhood, and the gentle humor characteristic of Chekhov's storytelling. (This is an automatically generated summary.)",text/html=https://www.gutenberg.org/ebooks/66790.html.images; application/epub+zip=https://www.gutenberg.org/ebooks/66790.epub3.images; application/x-mobipocket-ebook=https://www.gutenberg.org/ebooks/66790.kf8.images; text/plain; charset=us-ascii=https://www.gutenberg.org/ebooks/66790.txt.utf-8; application/rdf+xml=https://www.gutenberg.org/ebooks/66790.rdf; image/jpeg=https://www.gutenberg.org/cache/epub/66790/pg66790.cover.medium.jpg; application/octet-stream=https://www.gutenberg.org/cache/epub/66790/pg66790-h.zip
